Registro_ID,Provincia_ID,Año,Trimestre,Provincias,Accesos telefonía fija cada 100 hab,Accesos telefonía fija cada 100 hogares,TiempoTrim_ID,Periodo,PenHab_QoQ_%,PenHab_YoY_%,PenHog_QoQ_%,PenHog_YoY_%
944,17,2015,2,Salta,10.58,43.69,20152,2015Q2,-0.37664783427494575,-1.5813953488372112,-0.3421532846715425,-1.532567049808431
920,17,2015,3,Salta,10.56,43.59,20153,2015Q3,-0.1890359168241873,-1.4925373134328401,-0.2288853284504344,-1.5360289134854321
896,17,2015,4,Salta,10.52,43.45,20154,2015Q4,-0.37878787878788955,-1.4981273408239737,-0.3211745813259892,-1.4292196007259395
872,17,2016,1,Salta,10.35,42.75,20161,2016Q1,-1.6159695817490438,-2.5423728813559254,-1.6110471806674354,-2.4863138686131436
848,17,2016,2,Salta,10.31,42.56,20162,2016Q2,-0.38647342995168366,-2.551984877126645,-0.4444444444444362,-2.5864042114900343
824,17,2016,3,Salta,10.31,42.57,20163,2016Q3,0.0,-2.367424242424243,0.02349624060149491,-2.339986235375091
800,17,2016,4,Salta,10.25,42.32,20164,2016Q4,-0.5819592628516057,-2.5665399239543696,-0.587268029128496,-2.6006904487917204
776,17,2017,1,Salta,10.35,42.75,20171,2017Q1,0.9756097560975618,0.0,1.0160680529300636,0.0
752,17,2017,2,Salta,10.31,42.56,20172,2017Q2,-0.38647342995168366,0.0,-0.4444444444444362,0.0
728,17,2017,3,Salta,10.31,42.57,20173,2017Q3,0.0,0.0,0.02349624060149491,0.0
704,17,2017,4,Salta,10.25,42.32,20174,2017Q4,-0.5819592628516057,0.0,-0.587268029128496,0.0
680,17,2018,1,Salta,9.7,40.03,20181,2018Q1,-5.36585365853659,-6.2801932367149815,-5.411153119092626,-6.3625730994152025
656,17,2018,2,Salta,9.51,39.27,20182,2018Q2,-1.9587628865979312,-7.75945683802135,-1.8985760679490316,-7.7302631578947345
632,17,2018,3,Salta,9.31,38.45,20183,2018Q3,-2.103049421661407,-9.699321047526677,-2.0881079704609173,-9.678177120037578
608,17,2018,4,Salta,9.05,37.35,20184,2018Q4,-2.792696025778729,-11.70731707317072,-2.86085825747725,-11.743856332703206
584,17,2019,1,Salta,8.78,36.23,20191,2019Q1,-2.98342541436466,-9.484536082474227,-2.9986613119143413,-9.492880339745202
560,17,2019,2,Salta,8.52,35.18,20192,2019Q2,-2.9612756264236872,-10.410094637223978,-2.8981507038365883,-10.415075120957484
536,17,2019,3,Salta,8.07,33.31,20193,2019Q3,-5.281690140845063,-13.319011815252413,-5.31552018192154,-13.368010403120934
512,17,2019,4,Salta,7.84,32.38,20194,2019Q4,-2.850061957868655,-13.370165745856365,-2.7919543680576364,-13.306559571619815
488,17,2020,1,Salta,7.58,31.29,20201,2020Q1,-3.316326530612246,-13.667425968109336,-3.3662754786905613,-13.635109025669333
464,17,2020,2,Salta,7.38,30.49,20202,2020Q2,-2.638522427440637,-13.380281690140839,-2.5567273889421593,-13.331438317225697
440,17,2020,3,Salta,7.23,29.84,20203,2020Q3,-2.0325203252032464,-10.408921933085502,-2.1318465070514825,-10.417292104473141
416,17,2020,4,Salta,7.1,29.3,20204,2020Q4,-1.7980636237897807,-9.438775510204088,-1.8096514745308268,-9.512044471896242
392,17,2021,1,Salta,6.78,28.01,20211,2021Q1,-4.507042253521121,-10.554089709762525,-4.402730375426622,-10.482582294662823
368,17,2021,2,Salta,6.76,27.92,20212,2021Q2,-0.2949852507374673,-8.40108401084011,-0.3213138164941065,-8.428993112495887
344,17,2021,3,Salta,6.57,27.14,20213,2021Q3,-2.810650887573962,-9.128630705394192,-2.793696275071633,-9.048257372654156
320,17,2021,4,Salta,8.4,34.69,20214,2021Q4,27.853881278538807,18.309859154929597,27.818717759764166,18.395904436860057
296,17,2022,1,Salta,7.69,31.74,20221,2022Q1,-8.452380952380956,13.421828908554566,-8.503891611415392,13.31667261692251
272,17,2022,2,Salta,6.32,26.08,20222,2022Q2,-17.81534460338101,-6.508875739644959,-17.832388153749214,-6.5902578796561695
248,17,2022,3,Salta,6.15,25.39,20223,2022Q3,-2.689873417721522,-6.392694063926941,-2.6457055214723857,-6.4480471628592495
224,17,2022,4,Salta,6.03,24.91,20224,2022Q4,-1.9512195121951237,-28.214285714285715,-1.8905080740449054,-28.19256269818391
200,17,2023,1,Salta,7.17,29.61,20231,2023Q1,18.905472636815922,-6.7620286085825825,18.867924528301884,-6.710775047258977
176,17,2023,2,Salta,5.44,22.47,20232,2023Q2,-24.12831241283123,-13.924050632911388,-24.113475177304966,-13.842024539877295
152,17,2023,3,Salta,5.44,22.45,20233,2023Q3,0.0,-11.544715447154474,-0.08900756564307333,-11.579361953525014
128,17,2023,4,Salta,5.23,21.59,20234,2023Q4,-3.860294117647056,-13.266998341625202,-3.8307349665924306,-13.327980730630273
104,17,2024,1,Salta,6.55,28.72,20241,2024Q1,25.239005736137642,-8.647140864714087,33.024548402037965,-3.0057413036136515
80,17,2024,2,Salta,6.37,27.91,20242,2024Q2,-2.7480916030534264,17.095588235294112,-2.820334261838431,24.21005785491768
56,17,2024,3,Salta,6.23,27.29,20243,2024Q3,-2.19780219780219,14.522058823529417,-2.221426012182015,21.55902004454342
32,17,2024,4,Salta,4.33,18.95,20244,2024Q4,-30.49759229534511,-17.20841300191205,-30.560644924880908,-12.22788327929597
8,17,2025,1,Salta,4.22,18.52,20251,2025Q1,-2.5404157043879994,-35.57251908396947,-2.2691292875989477,-35.51532033426184
1063,18,2014,1,San Juan,12.71,49.89,20141,2014Q1,,,,
1039,18,2014,2,San Juan,12.67,49.73,20142,2014Q2,-0.31471282454760274,,-0.32070555221488384,
1015,18,2014,3,San Juan,12.72,49.91,20143,2014Q3,0.39463299131807794,,0.3619545545948011,
991,18,2014,4,San Juan,12.96,50.88,20144,2014Q4,1.8867924528301883,,1.9434982969344983,
967,18,2015,1,San Juan,13.36,52.44,20151,2015Q1,3.0864197530864113,5.114083398898495,3.0660377358490365,5.111244738424525
