Registro_ID,Provincia_ID,Año,Trimestre,Provincias,Accesos telefonía fija cada 100 hab,Accesos telefonía fija cada 100 hogares,TiempoTrim_ID,Periodo,PenHab_QoQ_%,PenHab_YoY_%,PenHog_QoQ_%,PenHog_YoY_%
1078,3,2014,1,Catamarca,10.03,39.45,20141,2014Q1,,,,
1054,3,2014,2,Catamarca,10.02,39.38,20142,2014Q2,-0.09970089730807485,,-0.1774397972116648,
1030,3,2014,3,Catamarca,10.02,39.39,20143,2014Q3,0.0,,0.02539360081259545,
1006,3,2014,4,Catamarca,9.99,39.27,20144,2014Q4,-0.29940119760478723,,-0.30464584920030235,
982,3,2015,1,Catamarca,9.89,38.89,20151,2015Q1,-1.0010010010010006,-1.395812562313048,-0.9676597911892126,-1.4195183776932851
958,3,2015,2,Catamarca,9.87,38.8,20152,2015Q2,-0.2022244691607833,-1.4970059880239583,-0.2314219593726019,-1.4728288471305362
934,3,2015,3,Catamarca,9.87,38.81,20153,2015Q3,0.0,-1.4970059880239583,0.025773195876310773,-1.4724549378014706
910,3,2015,4,Catamarca,9.85,38.74,20154,2015Q4,-0.20263424518742745,-1.4014014014014031,-0.18036588508116846,-1.3496307613954706
886,3,2016,1,Catamarca,9.68,38.05,20161,2016Q1,-1.7258883248730927,-2.1233569261880803,-1.7811048012390418,-2.159938287477514
862,3,2016,2,Catamarca,9.63,37.85,20162,2016Q2,-0.5165289256198191,-2.4316109422492294,-0.525624178712214,-2.448453608247414
838,3,2016,3,Catamarca,9.68,38.05,20163,2016Q3,0.5192107995846129,-1.9250253292806385,0.5284015852047519,-1.9582581808812338
814,3,2016,4,Catamarca,9.61,37.79,20164,2016Q4,-0.723140495867769,-2.4365482233502544,-0.6833114323258838,-2.4522457408363563
790,3,2017,1,Catamarca,9.68,38.05,20171,2017Q1,0.7284079084287187,0.0,0.6880127017729443,0.0
766,3,2017,2,Catamarca,9.63,37.85,20172,2017Q2,-0.5165289256198191,0.0,-0.525624178712214,0.0
742,3,2017,3,Catamarca,9.68,38.05,20173,2017Q3,0.5192107995846129,0.0,0.5284015852047519,0.0
718,3,2017,4,Catamarca,9.61,37.79,20174,2017Q4,-0.723140495867769,0.0,-0.6833114323258838,0.0
694,3,2018,1,Catamarca,9.43,37.07,20181,2018Q1,-1.8730489073881307,-2.5826446280991733,-1.9052659433712593,-2.5755584756898764
670,3,2018,2,Catamarca,9.36,36.78,20182,2018Q2,-0.7423117709438043,-2.8037383177570208,-0.7823037496627938,-2.826948480845448
646,3,2018,3,Catamarca,9.27,36.43,20183,2018Q3,-0.9615384615384581,-4.23553719008265,-0.9516041326808056,-4.257555847568984
622,3,2018,4,Catamarca,9.02,35.48,20184,2018Q4,-2.696871628910469,-6.139438085327786,-2.6077408729069496,-6.1127282349828
598,3,2019,1,Catamarca,8.81,34.64,20191,2019Q1,-2.328159645232808,-6.574761399787898,-2.367531003382173,-6.555165902346916
574,3,2019,2,Catamarca,8.52,33.51,20192,2019Q2,-3.2917139614075053,-8.974358974358976,-3.2621247113164054,-8.890701468189244
550,3,2019,3,Catamarca,7.92,31.15,20193,2019Q3,-7.042253521126762,-14.563106796116498,-7.042673828707846,-14.493549272577544
526,3,2019,4,Catamarca,7.53,29.59,20194,2019Q4,-4.92424242424242,-16.51884700665188,-5.008025682182982,-16.60090191657271
502,3,2020,1,Catamarca,7.18,28.23,20201,2020Q1,-4.648074369189914,-18.501702610669703,-4.596147347076718,-18.504618937644345
478,3,2020,2,Catamarca,8.2,32.25,20202,2020Q2,14.20612813370472,-3.7558685446009377,14.240170031880982,-3.760071620411809
454,3,2020,3,Catamarca,8.08,31.75,20203,2020Q3,-1.4634146341463317,2.020202020202011,-1.5503875968992276,1.9261637239165408
430,3,2020,4,Catamarca,8.04,31.61,20204,2020Q4,-0.4950495049505066,6.7729083665338585,-0.440944881889771,6.8266306184521675
406,3,2021,1,Catamarca,6.42,25.24,20211,2021Q1,-20.149253731343276,-10.584958217270191,-20.151850680164507,-10.5915692525682
382,3,2021,2,Catamarca,6.44,25.34,20212,2021Q2,0.31152647975078995,-21.46341463414633,0.3961965134706924,-21.42635658914729
358,3,2021,3,Catamarca,5.93,23.32,20213,2021Q3,-7.9192546583851,-26.60891089108911,-7.971586424625099,-26.551181102362207
334,3,2021,4,Catamarca,7.11,27.94,20214,2021Q4,19.89881956155144,-11.567164179104461,19.811320754716988,-11.610249920911098
310,3,2022,1,Catamarca,7.28,28.62,20221,2022Q1,2.390998593530247,13.395638629283502,2.4337866857551793,13.391442155309052
286,3,2022,2,Catamarca,6.53,25.69,20222,2022Q2,-10.3021978021978,1.3975155279503104,-10.23759608665269,1.3812154696132728
262,3,2022,3,Catamarca,6.16,24.23,20223,2022Q3,-5.6661562021439575,3.8785834738617186,-5.683145192681982,3.9022298456260707
238,3,2022,4,Catamarca,6.02,23.65,20224,2022Q4,-2.272727272727282,-15.330520393811542,-2.3937267849773125,-15.354330708661424
214,3,2023,1,Catamarca,6.79,26.7,20231,2023Q1,12.790697674418606,-6.730769230769229,12.896405919661746,-6.708595387840677
190,3,2023,2,Catamarca,5.08,19.98,20232,2023Q2,-25.184094256259204,-22.2052067381317,-25.168539325842698,-22.22654729466719
166,3,2023,3,Catamarca,5.07,19.92,20233,2023Q3,-0.19685039370078705,-17.6948051948052,-0.30030030030029353,-17.787866281469245
142,3,2023,4,Catamarca,4.88,19.2,20234,2023Q4,-3.747534516765294,-18.93687707641195,-3.614457831325313,-18.816067653276956
118,3,2024,1,Catamarca,6.29,25.79,20241,2024Q1,28.893442622950815,-7.3637702503681846,34.32291666666667,-3.408239700374538
94,3,2024,2,Catamarca,6.12,25.09,20242,2024Q2,-2.7027027027026973,20.472440944881896,-2.714230321830169,25.57557557557557
70,3,2024,3,Catamarca,5.99,24.55,20243,2024Q3,-2.1241830065359513,18.145956607495073,-2.1522518931845314,23.2429718875502
46,3,2024,4,Catamarca,3.88,15.88,20244,2024Q4,-35.22537562604341,-20.491803278688526,-35.315682281059054,-17.29166666666666
22,3,2025,1,Catamarca,3.88,15.89,20251,2025Q1,0.0,-38.314785373608906,0.06297229219143219,-38.386971694455205
1077,4,2014,1,Chaco,9.09,34.02,20141,2014Q1,,,,
1053,4,2014,2,Chaco,9.06,33.89,20142,2014Q2,-0.3300330033003229,,-0.38212815990594784,
1029,4,2014,3,Chaco,9.35,34.97,20143,2014Q3,3.2008830022074886,,3.1867807612865118,
1005,4,2014,4,Chaco,9.28,34.71,20144,2014Q4,-0.7486631016042855,,-0.7434944237918129,
981,4,2015,1,Chaco,9.15,34.24,20151,2015Q1,-1.4008620689655027,0.660066006600668,-1.3540766349755096,0.646678424456204
957,4,2015,2,Chaco,9.13,34.15,20152,2015Q2,-0.21857923497267118,0.7726269315673218,-0.2628504672897325,0.7671879610504417
933,4,2015,3,Chaco,9.36,35.02,20153,2015Q3,2.519167579408532,0.10695187165774556,2.5475841874085026,0.142979696883061
909,4,2015,4,Chaco,9.0,33.67,20154,2015Q4,-3.8461538461538436,-3.0172413793103425,-3.854940034266141,-2.9962546816479363
885,4,2016,1,Chaco,8.86,33.16,20161,2016Q1,-1.5555555555555656,-3.1693989071038375,-1.514701514701533,-3.1542056074766456
861,4,2016,2,Chaco,8.92,33.37,20162,2016Q2,0.6772009029345494,-2.300109529025196,0.6332931242460926,-2.284040995607617
837,4,2016,3,Chaco,8.88,33.23,20163,2016Q3,-0.4484304932735328,-5.12820512820511,-0.4195385076415925,-5.111364934323259
813,4,2016,4,Chaco,8.79,32.9,20164,2016Q4,-1.013513513513531,-2.333333333333343,-0.9930785434847933,-2.2869022869022926
789,4,2017,1,Chaco,8.86,33.16,20171,2017Q1,0.7963594994311762,0.0,0.7902735562310026,0.0
765,4,2017,2,Chaco,8.92,33.37,20172,2017Q2,0.6772009029345494,0.0,0.6332931242460926,0.0
741,4,2017,3,Chaco,8.88,33.23,20173,2017Q3,-0.4484304932735328,0.0,-0.4195385076415925,0.0
717,4,2017,4,Chaco,8.79,32.9,20174,2017Q4,-1.013513513513531,0.0,-0.9930785434847933,0.0
693,4,2018,1,Chaco,8.42,31.5,20181,2018Q1,-4.209328782707611,-4.966139954853266,-4.255319148936165,-5.006031363088049
669,4,2018,2,Chaco,8.31,31.08,20182,2018Q2,-1.306413301662701,-6.838565022421516,-1.333333333333342,-6.8624513035660755
645,4,2018,3,Chaco,7.75,28.99,20183,2018Q3,-6.73886883273166,-12.725225225225234,-6.724581724581724,-12.759554619319891
621,4,2018,4,Chaco,8.08,30.22,20184,2018Q4,4.258064516129023,-8.077360637087594,4.242842359434285,-8.145896656534957
597,4,2019,1,Chaco,7.88,29.5,20191,2019Q1,-2.4752475247524774,-6.413301662707838,-2.382528127068162,-6.349206349206349
573,4,2019,2,Chaco,7.69,28.78,20192,2019Q2,-2.4111675126903487,-7.460890493381466,-2.4406779661016897,-7.400257400257393
549,4,2019,3,Chaco,7.39,27.65,20193,2019Q3,-3.901170351105343,-4.645161290322585,-3.926337734537877,-4.622283546050365
525,4,2019,4,Chaco,7.26,27.16,20194,2019Q4,-1.7591339648173165,-10.148514851485146,-1.7721518987341756,-10.125744540039705
501,4,2020,1,Chaco,7.0,26.19,20201,2020Q1,-3.5812672176308458,-11.16751269035533,-3.57142857142857,-11.220338983050848
477,4,2020,2,Chaco,6.96,26.03,20202,2020Q2,-0.5714285714285672,-9.492847854356313,-0.6109201985490698,-9.555246699096598
453,4,2020,3,Chaco,6.84,25.6,20203,2020Q3,-1.7241379310344862,-7.442489851150203,-1.6519400691509811,-7.414104882459305
429,4,2020,4,Chaco,6.71,25.09,20204,2020Q4,-1.900584795321636,-7.575757575757569,-1.9921875000000089,-7.621502209131082
405,4,2021,1,Chaco,6.32,23.63,20211,2021Q1,-5.812220566318926,-9.714285714285708,-5.81905141490634,-9.774723176785038
381,4,2021,2,Chaco,6.3,23.56,20212,2021Q2,-0.31645569620254443,-9.482758620689658,-0.2962336013542122,-9.489051094890522
357,4,2021,3,Chaco,6.11,22.88,20213,2021Q3,-3.015873015873005,-10.672514619883033,-2.8862478777589073,-10.625000000000007
333,4,2021,4,Chaco,7.51,28.1,20214,2021Q4,22.913256955810148,11.922503725782407,22.814685314685335,11.996811478676772
309,4,2022,1,Chaco,7.07,26.43,20221,2022Q1,-5.858854860186414,11.867088607594933,-5.9430604982206425,11.849344054168442
285,4,2022,2,Chaco,5.66,21.17,20222,2022Q2,-19.943422913719942,-10.158730158730156,-19.901626939084373,-10.144312393887933
261,4,2022,3,Chaco,5.43,20.33,20223,2022Q3,-4.063604240282692,-11.12929623567922,-3.967879074161562,-11.145104895104897
237,4,2022,4,Chaco,5.35,20.01,20224,2022Q4,-1.4732965009208066,-28.76165113182424,-1.5740285292670797,-28.790035587188612
213,4,2023,1,Chaco,6.66,24.9,20231,2023Q1,24.48598130841122,-5.7991513437058,24.437781109445254,-5.78887627695801
189,4,2023,2,Chaco,4.83,18.07,20232,2023Q2,-27.477477477477475,-14.664310954063609,-27.429718875502008,-14.643363249881913
165,4,2023,3,Chaco,4.69,17.56,20233,2023Q3,-2.898550724637672,-13.627992633517483,-2.822357498616501,-13.625184456468276
141,4,2023,4,Chaco,4.46,16.7,20234,2023Q4,-4.904051172707902,-16.635514018691588,-4.897494305239181,-16.54172913543229
117,4,2024,1,Chaco,6.16,24.17,20241,2024Q1,38.11659192825112,-7.507507507507505,44.7305389221557,-2.9317269076305053
93,4,2024,2,Chaco,6.01,23.55,20242,2024Q2,-2.4350649350649456,24.430641821946164,-2.5651634257343847,30.326508024349753
69,4,2024,3,Chaco,5.89,23.08,20243,2024Q3,-1.9966722129783676,25.58635394456288,-1.995753715498949,31.435079726651473
45,4,2024,4,Chaco,3.47,13.59,20244,2024Q4,-41.086587436332756,-22.197309417040355,-41.117850953206236,-18.622754491017957
21,4,2025,1,Chaco,3.51,13.75,20251,2025Q1,1.1527377521613813,-43.019480519480524,1.1773362766740236,-43.11129499379396
1076,5,2014,1,Chubut,17.66,57.59,20141,2014Q1,,,,
1052,5,2014,2,Chubut,17.57,57.31,20142,2014Q2,-0.5096262740656887,,-0.48619552005556566,
1028,5,2014,3,Chubut,17.57,57.32,20143,2014Q3,0.0,,0.017448961786770134,
1004,5,2014,4,Chubut,17.76,57.92,20144,2014Q4,1.081388730791133,,1.046755059316129,
980,5,2015,1,Chubut,18.51,60.38,20151,2015Q1,4.222972972972983,4.813137032842585,4.24723756906078,4.844591074839388
956,5,2015,2,Chubut,19.01,62.01,20152,2015Q2,2.701242571582929,8.195788275469562,2.6995693938390186,8.201012039783627
932,5,2015,3,Chubut,19.36,63.15,20153,2015Q3,1.8411362440820422,10.187820147979497,1.8384131591678843,10.170969993021629
908,5,2015,4,Chubut,19.43,63.37,20154,2015Q4,0.3615702479338845,9.403153153153143,0.34837688044337956,9.409530386740329
884,5,2016,1,Chubut,21.36,69.67,20161,2016Q1,9.933093154915085,15.397082658022686,9.941612750512864,15.385889367340177
860,5,2016,2,Chubut,20.0,65.24,20162,2016Q2,-6.367041198501866,5.207785376117835,-6.358547437921636,5.208837284308987
836,5,2016,3,Chubut,20.41,66.58,20163,2016Q3,2.0499999999999963,5.423553719008267,2.053954629061927,5.431512272367378
812,5,2016,4,Chubut,21.07,68.73,20164,2016Q4,3.2337089661930385,8.440555841482244,3.229197957344554,8.45826100678555
788,5,2017,1,Chubut,21.36,69.67,20171,2017Q1,1.3763644992880852,0.0,1.3676705950822043,0.0
764,5,2017,2,Chubut,20.0,65.24,20172,2017Q2,-6.367041198501866,0.0,-6.358547437921636,0.0
740,5,2017,3,Chubut,20.41,66.58,20173,2017Q3,2.0499999999999963,0.0,2.053954629061927,0.0
716,5,2017,4,Chubut,21.07,68.73,20174,2017Q4,3.2337089661930385,0.0,3.229197957344554,0.0
692,5,2018,1,Chubut,19.16,62.5,20181,2018Q1,-9.065021357380164,-10.299625468164786,-9.064455114215054,-10.291373618487153
668,5,2018,2,Chubut,19.58,63.88,20182,2018Q2,2.192066805845494,-2.100000000000013,2.20800000000001,-2.084610668301645
644,5,2018,3,Chubut,19.49,63.59,20183,2018Q3,-0.4596527068437162,-4.50759431651152,-0.4539762053850982,-4.4908380895163695
620,5,2018,4,Chubut,19.5,63.61,20184,2018Q4,0.05130836326321386,-7.4513526340768905,0.031451486082700875,-7.449439837043514
596,5,2019,1,Chubut,14.67,47.84,20191,2019Q1,-24.769230769230766,-23.434237995824635,-24.79169941833045,-23.456
572,5,2019,2,Chubut,14.17,46.22,20192,2019Q2,-3.4083162917518783,-27.630234933605713,-3.386287625418072,-27.645585472761436
548,5,2019,3,Chubut,13.75,44.84,20193,2019Q3,-2.9640084685956247,-29.451000513083624,-2.985720467330155,-29.48576820254757
524,5,2019,4,Chubut,13.34,43.53,20194,2019Q4,-2.9818181818181855,-31.58974358974359,-2.9214986619090166,-31.567363622071998
500,5,2020,1,Chubut,12.78,41.7,20201,2020Q1,-4.197901049475261,-12.88343558282209,-4.203997243280488,-12.834448160535118
476,5,2020,2,Chubut,12.41,40.5,20202,2020Q2,-2.8951486697965545,-12.42060691601976,-2.877697841726623,-12.375594980527904
452,5,2020,3,Chubut,11.75,38.34,20203,2020Q3,-5.31829170024174,-14.54545454545455,-5.333333333333323,-14.495985727029437
428,5,2020,4,Chubut,11.72,38.22,20204,2020Q4,-0.2553191489361617,-12.143928035981999,-0.3129890453834272,-12.19848380427292
404,5,2021,1,Chubut,11.87,38.72,20211,2021Q1,1.2798634812286602,-7.120500782472616,1.3082155939298845,-7.14628297362111
380,5,2021,2,Chubut,11.82,38.57,20212,2021Q2,-0.4212299915753892,-4.754230459307007,-0.3873966942148699,-4.765432098765432
356,5,2021,3,Chubut,11.77,38.41,20213,2021Q3,-0.4230118443316444,0.17021276595743373,-0.41483017889552,0.18257694314030015
332,5,2021,4,Chubut,10.94,35.71,20214,2021Q4,-7.0518266779948995,-6.655290102389088,-7.029419422025507,-6.567242281527996
308,5,2022,1,Chubut,9.93,32.39,20221,2022Q1,-9.232175502742223,-16.34372367312552,-9.297115653878462,-16.348140495867767
284,5,2022,2,Chubut,9.5,30.99,20222,2022Q2,-4.33031218529708,-19.627749576988162,-4.3223217042297035,-19.652579725175013
260,5,2022,3,Chubut,9.46,30.85,20223,2022Q3,-0.42105263157893313,-19.626168224299057,-0.45175863181670106,-19.68237438167143
236,5,2022,4,Chubut,8.7,28.4,20224,2022Q4,-8.033826638477814,-20.47531992687386,-7.941653160453821,-20.470456454774578
212,5,2023,1,Chubut,9.33,30.43,20231,2023Q1,7.241379310344831,-6.042296072507547,7.147887323943669,-6.0512503859215805
188,5,2023,2,Chubut,9.76,31.84,20232,2023Q2,4.608788853161849,2.7368421052631486,4.633585277686492,2.7428202646014865
164,5,2023,3,Chubut,9.72,31.71,20233,2023Q3,-0.4098360655737654,2.74841437632134,-0.4082914572864249,2.7876823338735868
140,5,2023,4,Chubut,8.69,28.34,20234,2023Q4,-10.596707818930051,-0.11494252873562871,-10.627562283191427,-0.21126760563380254
116,5,2024,1,Chubut,8.78,31.02,20241,2024Q1,1.0356731875719172,-5.8949624866023616,9.456598447424124,1.9388761091028606
92,5,2024,2,Chubut,8.71,30.78,20242,2024Q2,-0.7972665148063607,-10.758196721311464,-0.7736943907156624,-3.3291457286432125
68,5,2024,3,Chubut,8.68,30.65,20243,2024Q3,-0.3444316877152853,-10.699588477366262,-0.42235217673814995,-3.3427940712709048
44,5,2024,4,Chubut,7.59,26.78,20244,2024Q4,-12.557603686635943,-12.658227848101266,-12.626427406199014,-5.5045871559633035
20,5,2025,1,Chubut,8.16,28.83,20251,2025Q1,7.509881422924902,-7.061503416856485,7.654966392830453,-7.059961315280471
1074,6,2014,1,Corrientes,9.71,36.88,20141,2014Q1,,,,
1050,6,2014,2,Corrientes,9.69,36.8,20142,2014Q2,-0.2059732234809597,,-0.21691973969633072,
1026,6,2014,3,Corrientes,9.94,37.74,20143,2014Q3,2.579979360165119,,2.5543478260869668,
1002,6,2014,4,Corrientes,9.89,37.55,20144,2014Q4,-0.5030181086518981,,-0.5034446210916976,
978,6,2015,1,Corrientes,10.17,38.63,20151,2015Q1,2.831142568250744,4.737384140061773,2.8761651131824273,4.7451193058568375
954,6,2015,2,Corrientes,10.15,38.54,20152,2015Q2,-0.1966568338249708,4.747162022703821,-0.23297954957287592,4.728260869565215
930,6,2015,3,Corrientes,10.34,39.25,20153,2015Q3,1.871921182266001,4.024144869215296,1.8422418266735852,4.001059883412816
906,6,2015,4,Corrientes,10.01,38.03,20154,2015Q4,-3.1914893617021267,1.213346814964611,-3.1082802547770627,1.278295605858859
882,6,2016,1,Corrientes,9.47,35.97,20161,2016Q1,-5.39460539460539,-6.882989183874133,-5.416776229292674,-6.885840020709299
858,6,2016,2,Corrientes,9.49,36.03,20162,2016Q2,0.21119324181626542,-6.50246305418719,0.16680567139284452,-6.512714063310843
834,6,2016,3,Corrientes,9.48,35.98,20163,2016Q3,-0.10537407797681642,-8.317214700193421,-0.13877324451846418,-8.331210191082805
810,6,2016,4,Corrientes,9.41,35.72,20164,2016Q4,-0.7383966244725815,-5.994005994005991,-0.7226236798221208,-6.074151985274789
786,6,2017,1,Corrientes,9.47,35.97,20171,2017Q1,0.6376195536663243,0.0,0.6998880179171385,0.0
762,6,2017,2,Corrientes,9.49,36.03,20172,2017Q2,0.21119324181626542,0.0,0.16680567139284452,0.0
738,6,2017,3,Corrientes,9.48,35.98,20173,2017Q3,-0.10537407797681642,0.0,-0.13877324451846418,0.0
714,6,2017,4,Corrientes,9.41,35.72,20174,2017Q4,-0.7383966244725815,0.0,-0.7226236798221208,0.0
690,6,2018,1,Corrientes,9.07,34.44,20181,2018Q1,-3.6131774707757636,-4.223864836325242,-3.5834266517357216,-4.253544620517102
666,6,2018,2,Corrientes,9.0,34.17,20182,2018Q2,-0.7717750826901959,-5.163329820864071,-0.7839721254355281,-5.1623646960865965
642,6,2018,3,Corrientes,8.6,32.65,20183,2018Q3,-4.444444444444451,-9.282700421940937,-4.44834650278022,-9.25514174541412
618,6,2018,4,Corrientes,8.77,33.3,20184,2018Q4,1.9767441860465196,-6.8012752391073406,1.9908116385911168,-6.77491601343786
594,6,2019,1,Corrientes,8.58,32.59,20191,2019Q1,-2.1664766248574607,-5.402425578831316,-2.132132132132114,-5.371660859465721
570,6,2019,2,Corrientes,8.42,31.96,20192,2019Q2,-1.8648018648018683,-6.444444444444441,-1.9331083154341844,-6.467661691542292
546,6,2019,3,Corrientes,8.19,31.11,20193,2019Q3,-2.7315914489311255,-4.767441860465116,-2.659574468085113,-4.716692189892802
522,6,2019,4,Corrientes,8.07,30.64,20194,2019Q4,-1.46520146520146,-7.981755986316985,-1.5107682417229151,-7.987987987987976
498,6,2020,1,Corrientes,7.84,29.78,20201,2020Q1,-2.850061957868655,-8.624708624708632,-2.8067885117493474,-8.622276772015958
474,6,2020,2,Corrientes,7.79,29.57,20202,2020Q2,-0.6377551020408156,-7.482185273159148,-0.7051712558764245,-7.478097622027535
450,6,2020,3,Corrientes,7.69,29.22,20203,2020Q3,-1.2836970474967901,-6.105006105006094,-1.1836320595197902,-6.075216972034713
426,6,2020,4,Corrientes,7.59,28.81,20204,2020Q4,-1.3003901170351218,-5.947955390334581,-1.403148528405207,-5.9725848563968675
402,6,2021,1,Corrientes,7.06,26.79,20211,2021Q1,-6.982872200263513,-9.948979591836737,-7.011454356126345,-10.040295500335805
378,6,2021,2,Corrientes,7.19,27.3,20212,2021Q2,1.8413597733711207,-7.702182284980741,1.903695408734607,-7.676699357456885
354,6,2021,3,Corrientes,6.95,26.41,20213,2021Q3,-3.3379694019471495,-9.62288686605982,-3.2600732600732596,-9.6167008898015
330,6,2021,4,Corrientes,8.71,33.08,20214,2021Q4,25.323741007194258,14.756258234519116,25.25558500567966,14.82124262408886
306,6,2022,1,Corrientes,7.96,30.22,20221,2022Q1,-8.610792192881755,12.747875354107663,-8.645707376058043,12.803284807764094
282,6,2022,2,Corrientes,8.11,30.78,20222,2022Q2,1.8844221105527525,12.795549374130722,1.8530774321641408,12.747252747252746
258,6,2022,3,Corrientes,8.02,30.44,20223,2022Q3,-1.1097410604192337,15.395683453237407,-1.104613385315134,15.25937145020826
234,6,2022,4,Corrientes,7.91,30.06,20224,2022Q4,-1.3715710723191998,-9.184845005740538,-1.2483574244415374,-9.129383313180172
210,6,2023,1,Corrientes,7.45,28.29,20231,2023Q1,-5.815423514538553,-6.407035175879394,-5.888223552894212,-6.386499007279944
186,6,2023,2,Corrientes,7.47,28.37,20232,2023Q2,0.26845637583892135,-7.891491985203447,0.28278543655002597,-7.829759584145545
162,6,2023,3,Corrientes,7.32,27.79,20233,2023Q3,-2.008032128514048,-8.728179551122183,-2.0444131124427223,-8.705650459921166
138,6,2023,4,Corrientes,7.1,26.97,20234,2023Q4,-3.0054644808743203,-10.240202275600508,-2.9507016912558526,-10.279441117764476
114,6,2024,1,Corrientes,6.92,27.38,20241,2024Q1,-2.5352112676056304,-7.114093959731549,1.520207638116422,-3.2166843407564483
90,6,2024,2,Corrientes,6.74,26.67,20242,2024Q2,-2.6011560693641522,-9.772423025435073,-2.5931336742147426,-5.992245329573487
66,6,2024,3,Corrientes,6.61,26.12,20243,2024Q3,-1.928783382789312,-9.699453551912562,-2.062242219722532,-6.009355883411294
42,6,2024,4,Corrientes,5.91,23.36,20244,2024Q4,-10.590015128593045,-16.760563380281678,-10.566615620214403,-13.38524286243975
18,6,2025,1,Corrientes,5.9,23.36,20251,2025Q1,-0.16920473773265332,-14.739884393063573,0.0,-14.682249817384951
1075,7,2014,1,Córdoba,21.09,68.88,20141,2014Q1,,,,
1051,7,2014,2,Córdoba,20.91,68.28,20142,2014Q2,-0.8534850640113834,,-0.8710801393728151,
1027,7,2014,3,Córdoba,20.74,67.73,20143,2014Q3,-0.8130081300813052,,-0.8055067369654334,
1003,7,2014,4,Córdoba,20.65,67.43,20144,2014Q4,-0.433944069431047,,-0.44293518381809394,
979,7,2015,1,Córdoba,20.51,66.99,20151,2015Q1,-0.6779661016949046,-2.7501185395922167,-0.6525285481239984,-2.7439024390243927
955,7,2015,2,Córdoba,20.32,66.35,20152,2015Q2,-0.9263773768893313,-2.8216164514586306,-0.9553664726078548,-2.8265963678969053
931,7,2015,3,Córdoba,20.36,66.5,20153,2015Q3,0.19685039370078705,-1.8322082931533257,0.22607385079127518,-1.8160342536542196
907,7,2015,4,Córdoba,20.13,65.75,20154,2015Q4,-1.129666011787822,-2.5181598062953947,-1.1278195488721776,-2.4914726382915697
883,7,2016,1,Córdoba,19.56,63.87,20161,2016Q1,-2.8315946348733245,-4.631886884446623,-2.859315589353617,-4.657411553963275
859,7,2016,2,Córdoba,19.52,63.75,20162,2016Q2,-0.2044989775051076,-3.937007874015752,-0.18788163457021945,-3.918613413715144
835,7,2016,3,Córdoba,19.5,63.68,20163,2016Q3,-0.10245901639344135,-4.223968565815317,-0.10980392156862973,-4.2406015037594
811,7,2016,4,Córdoba,19.44,63.5,20164,2016Q4,-0.3076923076922977,-3.427719821162434,-0.28266331658290955,-3.4220532319391594
787,7,2017,1,Córdoba,19.56,63.87,20171,2017Q1,0.6172839506172645,0.0,0.5826771653543172,0.0
763,7,2017,2,Córdoba,19.52,63.75,20172,2017Q2,-0.2044989775051076,0.0,-0.18788163457021945,0.0
739,7,2017,3,Córdoba,19.5,63.68,20173,2017Q3,-0.10245901639344135,0.0,-0.10980392156862973,0.0
715,7,2017,4,Córdoba,19.44,63.5,20174,2017Q4,-0.3076923076922977,0.0,-0.28266331658290955,0.0
691,7,2018,1,Córdoba,18.85,61.55,20181,2018Q1,-3.0349794238683114,-3.629856850715729,-3.070866141732287,-3.6323782683576056
667,7,2018,2,Córdoba,18.58,60.68,20182,2018Q2,-1.432360742705585,-4.81557377049181,-1.4134849715678244,-4.815686274509801
643,7,2018,3,Córdoba,18.28,59.71,20183,2018Q3,-1.6146393972012785,-6.25641025641025,-1.5985497692814765,-6.234296482412061
619,7,2018,4,Córdoba,18.14,59.23,20184,2018Q4,-0.7658643326039383,-6.68724279835391,-0.8038854463239042,-6.724409448818902
595,7,2019,1,Córdoba,17.69,57.78,20191,2019Q1,-2.480705622932744,-6.153846153846154,-2.4480837413472845,-6.125101543460598
571,7,2019,2,Córdoba,17.33,56.6,20192,2019Q2,-2.035048049745636,-6.727664155005386,-2.042229145032881,-6.7237969676994025
547,7,2019,3,Córdoba,16.42,53.64,20193,2019Q3,-5.251009809578743,-10.175054704595187,-5.229681978798584,-10.165801373304307
523,7,2019,4,Córdoba,15.96,52.13,20194,2019Q4,-2.8014616321559105,-12.017640573318634,-2.8150633855331786,-11.987168664528102
499,7,2020,1,Córdoba,15.32,50.03,20201,2020Q1,-4.010025062656641,-13.397399660825327,-4.028390562056405,-13.412945655936316
475,7,2020,2,Córdoba,14.83,48.44,20202,2020Q2,-3.198433420365532,-14.425851125216383,-3.1780931441135363,-14.416961130742056
451,7,2020,3,Córdoba,14.59,47.64,20203,2020Q3,-1.618341200269724,-11.144945188794164,-1.651527663088348,-11.185682326621926
427,7,2020,4,Córdoba,14.17,46.28,20204,2020Q4,-2.878684030157641,-11.2155388471178,-2.8547439126784258,-11.221945137157107
403,7,2021,1,Córdoba,13.98,45.65,20211,2021Q1,-1.3408609738884913,-8.746736292428192,-1.3612791702679372,-8.754747151708974
379,7,2021,2,Córdoba,13.31,43.49,20212,2021Q2,-4.7925608011444965,-10.249494268374914,-4.731653888280385,-10.2188274153592
355,7,2021,3,Córdoba,12.85,41.97,20213,2021Q3,-3.4560480841472674,-11.92597669636738,-3.4950563347896146,-11.90176322418136
331,7,2021,4,Córdoba,15.46,50.49,20214,2021Q4,20.311284046692624,9.103740296400865,20.30021443888492,9.096802074330167
