LinkIndec;Provincia;Partido;Localidad;Velocidad;Accesos;Rango_Velocidad
50119040;MENDOZA;Tunuyán;El Manzano;226,5;28;100–300 Mbps
50119050;MENDOZA;Tunuyán;Los Sauces;4,0;1;0–10 Mbps
50119050;MENDOZA;Tunuyán;Los Sauces;6,0;3;0–10 Mbps
50119050;MENDOZA;Tunuyán;Los Sauces;10,0;21;10–30 Mbps
50119050;MENDOZA;Tunuyán;Los Sauces;20,0;1;10–30 Mbps
50119050;MENDOZA;Tunuyán;Los Sauces;30,0;5;30–50 Mbps
50119050;MENDOZA;Tunuyán;Los Sauces;226,5;25;100–300 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;0,0;6;0–10 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;1,0;1;0–10 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;3,0;23;0–10 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;4,0;404;0–10 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;6,0;5;0–10 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;10,0;924;10–30 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;15,0;7;10–30 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;20,0;36;10–30 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;0,26;1;0–10 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;30,0;8;30–50 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;50,0;4;50–100 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;100,0;290;100–300 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;200,0;16;100–300 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;300,0;851;300–1000 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;400,0;19;300–1000 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;500,0;74;300–1000 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;600,0;237;300–1000 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;700,0;3;300–1000 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;800,0;40;300–1000 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;940,0;132;300–1000 Mbps
50119060;MENDOZA;Tunuyán;Tunuyán;226,5;46;100–300 Mbps
50119070;MENDOZA;Tunuyán;Vista Flores;3,0;30;0–10 Mbps
50119070;MENDOZA;Tunuyán;Vista Flores;6,0;35;0–10 Mbps
50119070;MENDOZA;Tunuyán;Vista Flores;10,0;188;10–30 Mbps
50119070;MENDOZA;Tunuyán;Vista Flores;20,0;11;10–30 Mbps
50119070;MENDOZA;Tunuyán;Vista Flores;30,0;7;30–50 Mbps
50119070;MENDOZA;Tunuyán;Vista Flores;226,5;29;100–300 Mbps
50126010;MENDOZA;Tupungato;Barrio Belgrano Norte;226,5;6;100–300 Mbps
50126020;MENDOZA;Tupungato;Cordón del Plata;0,0;18;0–10 Mbps
50126020;MENDOZA;Tupungato;Cordón del Plata;5,0;227;0–10 Mbps
50126020;MENDOZA;Tupungato;Cordón del Plata;10,0;99;10–30 Mbps
50126020;MENDOZA;Tupungato;Cordón del Plata;226,5;32;100–300 Mbps
50126030;MENDOZA;Tupungato;El Peral;226,5;21;100–300 Mbps
50126035;MENDOZA;Tupungato;El Zampal;226,5;21;100–300 Mbps
50126040;MENDOZA;Tupungato;La Arboleda;4,0;45;0–10 Mbps
50126040;MENDOZA;Tupungato;La Arboleda;226,5;13;100–300 Mbps
50126050;MENDOZA;Tupungato;San José;10,0;21;10–30 Mbps
50126050;MENDOZA;Tupungato;San José;50,0;2;50–100 Mbps
50126050;MENDOZA;Tupungato;San José;226,5;39;100–300 Mbps
50126060;MENDOZA;Tupungato;Tupungato;0,0;3;0–10 Mbps
50126060;MENDOZA;Tupungato;Tupungato;3,0;20;0–10 Mbps
50126060;MENDOZA;Tupungato;Tupungato;0,5;1;0–10 Mbps
50126060;MENDOZA;Tupungato;Tupungato;6,0;24;0–10 Mbps
50126060;MENDOZA;Tupungato;Tupungato;9,0;1;0–10 Mbps
50126060;MENDOZA;Tupungato;Tupungato;10,0;649;10–30 Mbps
50126060;MENDOZA;Tupungato;Tupungato;14,0;1;10–30 Mbps
50126060;MENDOZA;Tupungato;Tupungato;15,0;121;10–30 Mbps
50126060;MENDOZA;Tupungato;Tupungato;226,5;76;100–300 Mbps
50126020;MENDOZA;Tupungato;Villa Bastias;226,5;10;100–300 Mbps
54119060;MISIONES;25 de Mayo;25 DE MAYO;0,0;538;0–10 Mbps
54119060;MISIONES;25 de Mayo;25 de Mayo;0,51;2;0–10 Mbps
54119060;MISIONES;25 de Mayo;25 de Mayo;226,5;44;100–300 Mbps
54119010;MISIONES;25 de Mayo;Alba Posse;10,0;36;10–30 Mbps
54119010;MISIONES;25 de Mayo;Alba Posse;20,0;4;10–30 Mbps
54119010;MISIONES;25 de Mayo;Alba Posse;226,5;5;100–300 Mbps
54119025;MISIONES;25 de Mayo;Alicia Baja;10,0;78;10–30 Mbps
54119025;MISIONES;25 de Mayo;Alicia Baja;226,5;1;100–300 Mbps
54119020;MISIONES;25 de Mayo;Colonia Alicia;0,0;20;0–10 Mbps
54119020;MISIONES;25 de Mayo;Colonia Alicia;10,0;96;10–30 Mbps
54119020;MISIONES;25 de Mayo;Colonia Alicia;226,5;7;100–300 Mbps
54119030;MISIONES;25 de Mayo;Colonia Aurora;0,0;10;0–10 Mbps
54119030;MISIONES;25 de Mayo;Colonia Aurora;0,5;1;0–10 Mbps
54119030;MISIONES;25 de Mayo;Colonia Aurora;10,0;164;10–30 Mbps
54119030;MISIONES;25 de Mayo;Colonia Aurora;226,5;17;100–300 Mbps
54119040;MISIONES;25 de Mayo;San Francisco de Asís;0,0;40;0–10 Mbps
54119040;MISIONES;25 de Mayo;San Francisco de Asís;10,0;37;10–30 Mbps
54119040;MISIONES;25 de Mayo;San Francisco de Asís;20,0;3;10–30 Mbps
54119040;MISIONES;25 de Mayo;San Francisco de Asís;226,5;15;100–300 Mbps
54119050;MISIONES;25 de Mayo;Santa Rita;0,0;150;0–10 Mbps
54119050;MISIONES;25 de Mayo;Santa Rita;0,5;1;0–10 Mbps
54119050;MISIONES;25 de Mayo;Santa Rita;10,0;75;10–30 Mbps
54119050;MISIONES;25 de Mayo;Santa Rita;20,0;5;10–30 Mbps
54119050;MISIONES;25 de Mayo;Santa Rita;226,5;11;100–300 Mbps
54007010;MISIONES;Apóstoles;Apóstoles;1,0;129;0–10 Mbps
54007010;MISIONES;Apóstoles;Apóstoles;2,0;3;0–10 Mbps
54007010;MISIONES;Apóstoles;Apóstoles;3,0;149;0–10 Mbps
54007010;MISIONES;Apóstoles;Apóstoles;0,5;1;0–10 Mbps
54007010;MISIONES;Apóstoles;Apóstoles;6,0;242;0–10 Mbps
54007010;MISIONES;Apóstoles;Apóstoles;10,0;492;10–30 Mbps
54007010;MISIONES;Apóstoles;Apóstoles;15,0;202;10–30 Mbps
54007010;MISIONES;Apóstoles;Apóstoles;20,0;7;10–30 Mbps
54007010;MISIONES;Apóstoles;Apóstoles;25,0;56;10–30 Mbps
54007010;MISIONES;Apóstoles;Apóstoles;30,0;4;30–50 Mbps
54007010;MISIONES;Apóstoles;Apóstoles;50,0;25;50–100 Mbps
54007010;MISIONES;Apóstoles;Apóstoles;100,0;11;100–300 Mbps
54007010;MISIONES;Apóstoles;Apóstoles;226,5;110;100–300 Mbps
54007020;MISIONES;Apóstoles;Azara;1,0;124;0–10 Mbps
54007020;MISIONES;Apóstoles;Azara;2,0;24;0–10 Mbps
54007020;MISIONES;Apóstoles;Azara;3,0;8;0–10 Mbps
54007020;MISIONES;Apóstoles;Azara;0,5;1;0–10 Mbps
54007020;MISIONES;Apóstoles;Azara;10,0;23;10–30 Mbps
54007020;MISIONES;Apóstoles;Azara;15,0;5;10–30 Mbps
54007020;MISIONES;Apóstoles;Azara;25,0;1;10–30 Mbps
54007020;MISIONES;Apóstoles;Azara;226,5;16;100–300 Mbps
54007025;MISIONES;Apóstoles;Barrio Rural;226,5;5;100–300 Mbps
54007030;MISIONES;Apóstoles;Estación Apóstoles;226,5;5;100–300 Mbps
54007040;MISIONES;Apóstoles;Pindapoy;226,5;8;100–300 Mbps
54007050;MISIONES;Apóstoles;Rincón de Azara;226,5;2;100–300 Mbps
54007060;MISIONES;Apóstoles;San José;1,0;424;0–10 Mbps
54007060;MISIONES;Apóstoles;San José;3,0;1;0–10 Mbps
54007060;MISIONES;Apóstoles;San José;6,0;5;0–10 Mbps
54007060;MISIONES;Apóstoles;San José;10,0;77;10–30 Mbps
54007060;MISIONES;Apóstoles;San José;15,0;9;10–30 Mbps
54007060;MISIONES;Apóstoles;San José;20,0;1;10–30 Mbps
54007060;MISIONES;Apóstoles;San José;25,0;8;10–30 Mbps
54007060;MISIONES;Apóstoles;San José;30,0;1;30–50 Mbps
54007060;MISIONES;Apóstoles;San José;226,5;13;100–300 Mbps
54007070;MISIONES;Apóstoles;Tres Capones;226,5;16;100–300 Mbps
54014010;MISIONES;Cainguás;Aristóbulo del Valle;1,0;466;0–10 Mbps
54014010;MISIONES;Cainguás;Aristóbulo del Valle;2,0;364;0–10 Mbps
54014010;MISIONES;Cainguás;Aristóbulo del Valle;0,5;2;0–10 Mbps
54014010;MISIONES;Cainguás;Aristóbulo del Valle;5,0;308;0–10 Mbps
54014010;MISIONES;Cainguás;Aristóbulo del Valle;6,0;53;0–10 Mbps
54014010;MISIONES;Cainguás;Aristóbulo del Valle;10,0;1;10–30 Mbps
54014010;MISIONES;Cainguás;Aristóbulo del Valle;20,0;123;10–30 Mbps
54014010;MISIONES;Cainguás;Aristóbulo del Valle;30,0;6;30–50 Mbps
54014010;MISIONES;Cainguás;Aristóbulo del Valle;226,5;45;100–300 Mbps
54014020;MISIONES;Cainguás;Campo Grande;0,0;0;0–10 Mbps
54014020;MISIONES;Cainguás;Campo Grande;0,5;1;0–10 Mbps
54014020;MISIONES;Cainguás;Campo Grande;6,0;1;0–10 Mbps
54014020;MISIONES;Cainguás;Campo Grande;10,0;867;10–30 Mbps
54014020;MISIONES;Cainguás;Campo Grande;20,0;2;10–30 Mbps
54014020;MISIONES;Cainguás;Campo Grande;30,0;415;30–50 Mbps
54014020;MISIONES;Cainguás;Campo Grande;50,0;367;50–100 Mbps
54014020;MISIONES;Cainguás;Campo Grande;226,5;9;100–300 Mbps
54014030;MISIONES;Cainguás;Dos de Mayo Núcleo I;0,0;32;0–10 Mbps
54014030;MISIONES;Cainguás;Dos de Mayo Núcleo I;1,0;1;0–10 Mbps
54014030;MISIONES;Cainguás;Dos de Mayo Núcleo I;3,0;304;0–10 Mbps
54014030;MISIONES;Cainguás;Dos de Mayo Núcleo I;4,0;1;0–10 Mbps
54014030;MISIONES;Cainguás;Dos de Mayo Núcleo I;5,0;21;0–10 Mbps
54014030;MISIONES;Cainguás;Dos de Mayo Núcleo I;6,0;8;0–10 Mbps
54014030;MISIONES;Cainguás;Dos de Mayo Núcleo I;10,0;1;10–30 Mbps
54014030;MISIONES;Cainguás;Dos de Mayo Núcleo I;30,0;2;30–50 Mbps
54014030;MISIONES;Cainguás;Dos de Mayo Núcleo I;226,5;4;100–300 Mbps
54014030;MISIONES;Cainguás;Dos de Mayo Núcleo II;226,5;15;100–300 Mbps
54014050;MISIONES;Cainguás;Dos de Mayo Núcleo III;10,0;287;10–30 Mbps
54014050;MISIONES;Cainguás;Dos de Mayo Núcleo III;226,5;1;100–300 Mbps
54014055;MISIONES;Cainguás;Kilómetro 17;226,5;4;100–300 Mbps
54014055;MISIONES;Cainguás;Nucleo Ii;226,5;3;100–300 Mbps
0;MISIONES;Cainguás;OTROS;0,5;6;0–10 Mbps
54014070;MISIONES;Cainguás;Pueblo Illia;10,0;83;10–30 Mbps
54014070;MISIONES;Cainguás;Pueblo Illia;226,5;3;100–300 Mbps
54014080;MISIONES;Cainguás;Salto Encantado;1,0;4;0–10 Mbps
54014080;MISIONES;Cainguás;Salto Encantado;2,0;12;0–10 Mbps
54014080;MISIONES;Cainguás;Salto Encantado;0,5;1;0–10 Mbps
54014080;MISIONES;Cainguás;Salto Encantado;5,0;37;0–10 Mbps
54014080;MISIONES;Cainguás;Salto Encantado;10,0;11;10–30 Mbps
54014080;MISIONES;Cainguás;Salto Encantado;226,5;30;100–300 Mbps
54021005;MISIONES;Candelaria;Barrio del Lago;226,5;14;100–300 Mbps
54021010;MISIONES;Candelaria;Bonpland;6,0;1;0–10 Mbps
54021010;MISIONES;Candelaria;Bonpland;10,0;19;10–30 Mbps
54021010;MISIONES;Candelaria;Bonpland;15,0;1;10–30 Mbps
54021010;MISIONES;Candelaria;Bonpland;20,0;2;10–30 Mbps
54021010;MISIONES;Candelaria;Bonpland;226,5;7;100–300 Mbps
54021020;MISIONES;Candelaria;Candelaria;1,0;1;0–10 Mbps
54021020;MISIONES;Candelaria;Candelaria;3,0;19;0–10 Mbps
54021020;MISIONES;Candelaria;Candelaria;0,5;2;0–10 Mbps
54021020;MISIONES;Candelaria;Candelaria;6,0;75;0–10 Mbps
54021020;MISIONES;Candelaria;Candelaria;10,0;300;10–30 Mbps
54021020;MISIONES;Candelaria;Candelaria;15,0;10;10–30 Mbps
54021020;MISIONES;Candelaria;Candelaria;20,0;10;10–30 Mbps
54021020;MISIONES;Candelaria;Candelaria;226,5;43;100–300 Mbps
54021030;MISIONES;Candelaria;Cerro Corá;226,5;23;100–300 Mbps
54021040;MISIONES;Candelaria;Loreto;226,5;20;100–300 Mbps
54021050;MISIONES;Candelaria;Mártires;3,0;8;0–10 Mbps
54021050;MISIONES;Candelaria;Mártires;5,0;8;0–10 Mbps
54021050;MISIONES;Candelaria;Mártires;226,5;6;100–300 Mbps
54021060;MISIONES;Candelaria;Profundidad;5,0;3;0–10 Mbps
54021060;MISIONES;Candelaria;Profundidad;226,5;9;100–300 Mbps
54021070;MISIONES;Candelaria;Puerto Santa Ana;226,5;8;100–300 Mbps
54021080;MISIONES;Candelaria;Santa Ana;1,0;1;0–10 Mbps
54021080;MISIONES;Candelaria;Santa Ana;6,0;7;0–10 Mbps
54021080;MISIONES;Candelaria;Santa Ana;10,0;727;10–30 Mbps
54021080;MISIONES;Candelaria;Santa Ana;15,0;6;10–30 Mbps
54021080;MISIONES;Candelaria;Santa Ana;226,5;28;100–300 Mbps
54028005;MISIONES;Capital;Barrio Nuevo Garupa;226,5;9;100–300 Mbps
54028010;MISIONES;Capital;Garupá;0,0;128;0–10 Mbps
54028010;MISIONES;Capital;Garupá;1,0;6;0–10 Mbps
54028010;MISIONES;Capital;Garupá;3,0;48;0–10 Mbps
54028010;MISIONES;Capital;Garupá;6,0;80;0–10 Mbps
54028010;MISIONES;Capital;Garupá;8,0;7;0–10 Mbps
54028010;MISIONES;Capital;Garupá;10,0;934;10–30 Mbps
54028010;MISIONES;Capital;Garupá;15,0;18;10–30 Mbps
54028010;MISIONES;Capital;Garupá;20,0;32;10–30 Mbps
54028010;MISIONES;Capital;Garupá;25,0;4;10–30 Mbps
54028010;MISIONES;Capital;Garupá;200,0;6;100–300 Mbps
54028010;MISIONES;Capital;Garupá;300,0;5;300–1000 Mbps
54028010;MISIONES;Capital;Garupá;226,5;72;100–300 Mbps
54028020;MISIONES;Capital;Nemesio Parma;5,0;1;0–10 Mbps
54028020;MISIONES;Capital;Nemesio Parma;226,5;67;100–300 Mbps
54028030;MISIONES;Capital;Posadas;0,0;640;0–10 Mbps
54028030;MISIONES;Capital;Posadas;1,0;92;0–10 Mbps
54028030;MISIONES;Capital;Posadas;2,0;3;0–10 Mbps
54028030;MISIONES;Capital;Posadas;3,0;265;0–10 Mbps
54028030;MISIONES;Capital;Posadas;0,5;6;0–10 Mbps
54028030;MISIONES;Capital;Posadas;5,0;3;0–10 Mbps
54028030;MISIONES;Capital;Posadas;6,0;704;0–10 Mbps
54028030;MISIONES;Capital;Posadas;8,0;22;0–10 Mbps
54028030;MISIONES;Capital;Posadas;10,0;774;10–30 Mbps
54028030;MISIONES;Capital;Posadas;15,0;278;10–30 Mbps
54028030;MISIONES;Capital;Posadas;20,0;707;10–30 Mbps
54028030;MISIONES;Capital;Posadas;30,0;243;30–50 Mbps
54028030;MISIONES;Capital;Posadas;3,5;4;0–10 Mbps
54028030;MISIONES;Capital;Posadas;50,0;31;50–100 Mbps
54028030;MISIONES;Capital;Posadas;0,51;2;0–10 Mbps
54028030;MISIONES;Capital;Posadas;100,0;44;100–300 Mbps
54028030;MISIONES;Capital;Posadas;120,0;499;100–300 Mbps
54028030;MISIONES;Capital;Posadas;150,0;19;100–300 Mbps
54028030;MISIONES;Capital;Posadas;200,0;972;100–300 Mbps
54028030;MISIONES;Capital;Posadas;250,0;216;100–300 Mbps
54028030;MISIONES;Capital;Posadas;300,0;30;300–1000 Mbps
54028030;MISIONES;Capital;Posadas;350,0;5;300–1000 Mbps
54028030;MISIONES;Capital;Posadas;500,0;924;300–1000 Mbps
54028030;MISIONES;Capital;Posadas;600,0;2;300–1000 Mbps
54028030;MISIONES;Capital;Posadas;1000,0;259;>1000 Mbps
54028030;MISIONES;Capital;Posadas;226,5;156;100–300 Mbps
54028040;MISIONES;Capital;Posadas (Extensión);226,5;91;100–300 Mbps
54035010;MISIONES;Concepción;Barra Concepción;226,5;1;100–300 Mbps
54035020;MISIONES;Concepción;Concepción de la Sierra;1,0;118;0–10 Mbps
54035020;MISIONES;Concepción;Concepción de la Sierra;2,0;483;0–10 Mbps
54035020;MISIONES;Concepción;Concepción de la Sierra;3,0;11;0–10 Mbps
54035020;MISIONES;Concepción;Concepción de la Sierra;0,5;1;0–10 Mbps
54035020;MISIONES;Concepción;Concepción de la Sierra;6,0;1;0–10 Mbps
54035020;MISIONES;Concepción;Concepción de la Sierra;10,0;1;10–30 Mbps
54035020;MISIONES;Concepción;Concepción de la Sierra;30,0;1;30–50 Mbps
54035020;MISIONES;Concepción;Concepción de la Sierra;226,5;30;100–300 Mbps
54035030;MISIONES;Concepción;La Corita;2,0;12;0–10 Mbps
54035030;MISIONES;Concepción;La Corita;226,5;3;100–300 Mbps
54035040;MISIONES;Concepción;Santa María;226,5;8;100–300 Mbps
54042040;MISIONES;Eldorado;9 de Julio;226,5;2;100–300 Mbps
54042050;MISIONES;Eldorado;9 de Julio Kilómetro 20;226,5;10;100–300 Mbps
54042010;MISIONES;Eldorado;Colonia Victoria;10,0;1;10–30 Mbps
54042010;MISIONES;Eldorado;Colonia Victoria;15,0;1;10–30 Mbps
54042010;MISIONES;Eldorado;Colonia Victoria;226,5;9;100–300 Mbps
54042020;MISIONES;Eldorado;Eldorado;1,0;49;0–10 Mbps
54042020;MISIONES;Eldorado;Eldorado;3,0;299;0–10 Mbps
54042020;MISIONES;Eldorado;Eldorado;0,5;1;0–10 Mbps
54042020;MISIONES;Eldorado;Eldorado;6,0;530;0–10 Mbps
54042020;MISIONES;Eldorado;Eldorado;10,0;1;10–30 Mbps
54042020;MISIONES;Eldorado;Eldorado;15,0;74;10–30 Mbps
54042020;MISIONES;Eldorado;Eldorado;20,0;682;10–30 Mbps
54042020;MISIONES;Eldorado;Eldorado;30,0;14;30–50 Mbps
54042020;MISIONES;Eldorado;Eldorado;50,0;2;50–100 Mbps
54042020;MISIONES;Eldorado;Eldorado;226,5;326;100–300 Mbps
54042030;MISIONES;Eldorado;María Magdalena;226,5;7;100–300 Mbps
54042035;MISIONES;Eldorado;Nueva Delicia;226,5;8;100–300 Mbps
54042055;MISIONES;Eldorado;Pueblo Nuevo;226,5;3;100–300 Mbps
54042060;MISIONES;Eldorado;Puerto Mado;226,5;1;100–300 Mbps
54042070;MISIONES;Eldorado;Puerto Pinares;226,5;64;100–300 Mbps
54042080;MISIONES;Eldorado;Santiago De Liniers;5,0;1;0–10 Mbps
54042080;MISIONES;Eldorado;Santiago de Liniers;226,5;30;100–300 Mbps
54042090;MISIONES;Eldorado;Valle Hermoso;226,5;17;100–300 Mbps
54042100;MISIONES;Eldorado;Villa Roulet;226,5;18;100–300 Mbps
54049010;MISIONES;General Manuel Belgrano;Almirante Brown;226,5;26;100–300 Mbps
54049020;MISIONES;General Manuel Belgrano;Bernardo de Irigoyen;0,0;370;0–10 Mbps
54049020;MISIONES;General Manuel Belgrano;Bernardo de Irigoyen;30,0;1;30–50 Mbps
54049020;MISIONES;General Manuel Belgrano;Bernardo de Irigoyen;226,5;21;100–300 Mbps
54049025;MISIONES;General Manuel Belgrano;Caburei;226,5;2;100–300 Mbps
54049030;MISIONES;General Manuel Belgrano;Dos Hermanas;0,0;5;0–10 Mbps
54049030;MISIONES;General Manuel Belgrano;Dos Hermanas;226,5;8;100–300 Mbps
54049040;MISIONES;General Manuel Belgrano;Integración;226,5;4;100–300 Mbps
54049043;MISIONES;General Manuel Belgrano;Piñalito Norte;226,5;6;100–300 Mbps
54049045;MISIONES;General Manuel Belgrano;Puerto Andresito;226,5;4;100–300 Mbps
54049047;MISIONES;General Manuel Belgrano;Puerto Deseado;226,5;6;100–300 Mbps
54049050;MISIONES;General Manuel Belgrano;San Antonio;226,5;6;100–300 Mbps
54056010;MISIONES;Guaraní;El Soberbio;0,0;520;0–10 Mbps
54056010;MISIONES;Guaraní;El Soberbio;0,5;1;0–10 Mbps
54056010;MISIONES;Guaraní;El Soberbio;10,0;687;10–30 Mbps
54056010;MISIONES;Guaraní;El Soberbio;226,5;111;100–300 Mbps
54056020;MISIONES;Guaraní;Fracrán;10,0;98;10–30 Mbps
54056020;MISIONES;Guaraní;Fracrán;226,5;12;100–300 Mbps
54056030;MISIONES;Guaraní;San Vicente;0,0;20;0–10 Mbps
54056030;MISIONES;Guaraní;San Vicente;10,0;1;10–30 Mbps
54056030;MISIONES;Guaraní;San Vicente;30,0;1;30–50 Mbps
54056030;MISIONES;Guaraní;San Vicente;50,0;2;50–100 Mbps
54056030;MISIONES;Guaraní;San Vicente;226,5;97;100–300 Mbps
54063010;MISIONES;Iguazú;Esperanza;1,0;1;0–10 Mbps
54063010;MISIONES;Iguazú;Esperanza;2,0;950;0–10 Mbps
54063010;MISIONES;Iguazú;Esperanza;3,0;17;0–10 Mbps
54063010;MISIONES;Iguazú;Esperanza;4,0;100;0–10 Mbps
54063010;MISIONES;Iguazú;Esperanza;5,0;40;0–10 Mbps
54063010;MISIONES;Iguazú;Esperanza;6,0;143;0–10 Mbps
54063010;MISIONES;Iguazú;Esperanza;10,0;314;10–30 Mbps
54063010;MISIONES;Iguazú;Esperanza;15,0;17;10–30 Mbps
54063010;MISIONES;Iguazú;Esperanza;20,0;12;10–30 Mbps
54063010;MISIONES;Iguazú;Esperanza;30,0;2;30–50 Mbps
54063010;MISIONES;Iguazú;Esperanza;226,5;155;100–300 Mbps
54063020;MISIONES;Iguazú;Libertad;1,0;1;0–10 Mbps
54063020;MISIONES;Iguazú;Libertad;3,0;4;0–10 Mbps
54063020;MISIONES;Iguazú;Libertad;6,0;16;0–10 Mbps
54063020;MISIONES;Iguazú;Libertad;10,0;213;10–30 Mbps
54063020;MISIONES;Iguazú;Libertad;15,0;34;10–30 Mbps
54063020;MISIONES;Iguazú;Libertad;20,0;4;10–30 Mbps
54063020;MISIONES;Iguazú;Libertad;226,5;62;100–300 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;1,0;7;0–10 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;3,0;38;0–10 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;0,5;3;0–10 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;6,0;26;0–10 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;10,0;132;10–30 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;15,0;16;10–30 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;20,0;2;10–30 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;30,0;1;30–50 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;40,0;71;30–50 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;50,0;181;50–100 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;60,0;19;50–100 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;100,0;1;100–300 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;300,0;2;300–1000 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;500,0;146;300–1000 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;1000,0;34;>1000 Mbps
54063030;MISIONES;Iguazú;Puerto Iguazú;226,5;256;100–300 Mbps
54063035;MISIONES;Iguazú;Villa Cooperativa;226,5;16;100–300 Mbps
54063040;MISIONES;Iguazú;Wanda;1,0;1;0–10 Mbps
54063040;MISIONES;Iguazú;Wanda;3,0;22;0–10 Mbps
54063040;MISIONES;Iguazú;Wanda;0,5;3;0–10 Mbps
54063040;MISIONES;Iguazú;Wanda;6,0;46;0–10 Mbps
54063040;MISIONES;Iguazú;Wanda;10,0;275;10–30 Mbps
54063040;MISIONES;Iguazú;Wanda;15,0;16;10–30 Mbps
54063040;MISIONES;Iguazú;Wanda;20,0;11;10–30 Mbps
54063040;MISIONES;Iguazú;Wanda;30,0;1;30–50 Mbps
54063040;MISIONES;Iguazú;Wanda;226,5;85;100–300 Mbps
54070010;MISIONES;Leandro N. Alem;Almafuerte;0,0;1;0–10 Mbps
54070010;MISIONES;Leandro N. Alem;Almafuerte;5,0;2;0–10 Mbps
54070010;MISIONES;Leandro N. Alem;Almafuerte;226,5;6;100–300 Mbps
54070020;MISIONES;Leandro N. Alem;Arroyo del Medio;5,0;2;0–10 Mbps
54070020;MISIONES;Leandro N. Alem;Arroyo del Medio;226,5;6;100–300 Mbps
54070030;MISIONES;Leandro N. Alem;Caá - Yarí;5,0;1;0–10 Mbps
54070030;MISIONES;Leandro N. Alem;Caá - Yarí;226,5;3;100–300 Mbps
54070040;MISIONES;Leandro N. Alem;Cerro Azul;0,0;15;0–10 Mbps
54070040;MISIONES;Leandro N. Alem;Cerro Azul;1,0;15;0–10 Mbps
54070040;MISIONES;Leandro N. Alem;Cerro Azul;2,0;314;0–10 Mbps
54070040;MISIONES;Leandro N. Alem;Cerro Azul;0,5;2;0–10 Mbps
54070040;MISIONES;Leandro N. Alem;Cerro Azul;6,0;100;0–10 Mbps
54070040;MISIONES;Leandro N. Alem;Cerro Azul;10,0;16;10–30 Mbps
54070040;MISIONES;Leandro N. Alem;Cerro Azul;20,0;8;10–30 Mbps
54070040;MISIONES;Leandro N. Alem;Cerro Azul;30,0;2;30–50 Mbps
54070040;MISIONES;Leandro N. Alem;Cerro Azul;226,5;36;100–300 Mbps
54070050;MISIONES;Leandro N. Alem;Dos Arroyos;30,0;2;30–50 Mbps
54070050;MISIONES;Leandro N. Alem;Dos Arroyos;226,5;14;100–300 Mbps
54070060;MISIONES;Leandro N. Alem;Gobernador López;0,0;20;0–10 Mbps
54070060;MISIONES;Leandro N. Alem;Gobernador López;226,5;6;100–300 Mbps
54070070;MISIONES;Leandro N. Alem;Leandro N. Alem;0,0;127;0–10 Mbps
54070070;MISIONES;Leandro N. Alem;Leandro N. Alem;1,0;5;0–10 Mbps
54070070;MISIONES;Leandro N. Alem;Leandro N. Alem;2,0;3;0–10 Mbps
54070070;MISIONES;Leandro N. Alem;Leandro N. Alem;3,0;4;0–10 Mbps
54070070;MISIONES;Leandro N. Alem;Leandro N. Alem;6,0;33;0–10 Mbps
54070070;MISIONES;Leandro N. Alem;Leandro N. Alem;10,0;194;10–30 Mbps
54070070;MISIONES;Leandro N. Alem;Leandro N. Alem;15,0;31;10–30 Mbps
54070070;MISIONES;Leandro N. Alem;Leandro N. Alem;20,0;1;10–30 Mbps
