111;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;CABLEMODEM;CABLEMODEM;16071
112;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;DIAL UP;DIAL UP;35
113;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;FIBRA OPTICA;FIBRA OPTICA;14148
114;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;Otros;Otros;9
115;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;43
116;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;279
117;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;ADSL;ADSL;3
118;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;CABLEMODEM;CABLEMODEM;7533
119;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;DIAL UP;DIAL UP;3
120;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;FIBRA OPTICA;FIBRA OPTICA;5217
121;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;Otros;Otros;2
122;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;2
123;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;2
124;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;CABLEMODEM;CABLEMODEM;5404
125;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;Otros;Otros;25
126;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;11
127;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;1
128;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;CABLEMODEM;CABLEMODEM;8757
129;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;DIAL UP;DIAL UP;9
