ID_Acceso_Prov;ID_Provincia;Velocidad;Accesos;ID_Periodo;ID_Rango_Velocidad
5909;Santa Fe;4;57;2020-T2;0–10 Mbps
5910;Santa Fe;6;26761;2020-T2;0–10 Mbps
5911;Santa Fe;9;7217;2020-T2;0–10 Mbps
5912;Santa Fe;10;677;2020-T2;10–30 Mbps
5913;Santa Fe;1,2;17111;2020-T2;0–10 Mbps
5914;Santa Fe;16;13578;2020-T2;10–30 Mbps
5915;Santa Fe;17;139;2020-T2;10–30 Mbps
5916;Santa Fe;19;7392;2020-T2;10–30 Mbps
5917;Santa Fe;2,2;8837;2020-T2;0–10 Mbps
5918;Santa Fe;0,26;20193;2020-T2;0–10 Mbps
5919;Santa Fe;31;18101;2020-T2;30–50 Mbps
5920;Santa Fe;3,2;56682;2020-T2;0–10 Mbps
5921;Santa Fe;36;3;2020-T2;30–50 Mbps
5922;Santa Fe;0,38;51;2020-T2;0–10 Mbps
5923;Santa Fe;39;2;2020-T2;30–50 Mbps
5924;Santa Fe;41;10;2020-T2;30–50 Mbps
5925;Santa Fe;4,5;5830;2020-T2;0–10 Mbps
5926;Santa Fe;46;137;2020-T2;30–50 Mbps
5927;Santa Fe;0,51;321;2020-T2;0–10 Mbps
5928;Santa Fe;61;2;2020-T2;50–100 Mbps
5929;Santa Fe;6,4;99503;2020-T2;0–10 Mbps
5930;Santa Fe;7,5;3144;2020-T2;0–10 Mbps
5931;Santa Fe;0,75;196;2020-T2;0–10 Mbps
5932;Santa Fe;97;1;2020-T2;50–100 Mbps
5933;Santa Fe;10,1;187734;2020-T2;10–30 Mbps
5934;Santa Fe;122;1;2020-T2;100–300 Mbps
5935;Santa Fe;12,3;32297;2020-T2;10–30 Mbps
5936;Santa Fe;155;511;2020-T2;100–300 Mbps
5937;Santa Fe;20,5;43169;2020-T2;10–30 Mbps
5938;Santa Fe;25,1;39143;2020-T2;10–30 Mbps
5939;Santa Fe;320;2548;2020-T2;300–1000 Mbps
5940;Santa Fe;473;1;2020-T2;300–1000 Mbps
5941;Santa Fe;50,1;148016;2020-T2;50–100 Mbps
5942;Santa Fe;512;54;2020-T2;300–1000 Mbps
5943;Santa Fe;768;1;2020-T2;300–1000 Mbps
5944;Santa Fe;100,1;38178;2020-T2;100–300 Mbps
5945;Santiago Del Estero;1;908;2020-T2;0–10 Mbps
5946;Santiago Del Estero;2;307;2020-T2;0–10 Mbps
5947;Santiago Del Estero;6;1;2020-T2;0–10 Mbps
5948;Santiago Del Estero;1,2;1869;2020-T2;0–10 Mbps
5949;Santiago Del Estero;16;726;2020-T2;10–30 Mbps
5950;Santiago Del Estero;2,2;1804;2020-T2;0–10 Mbps
5951;Santiago Del Estero;0,26;4516;2020-T2;0–10 Mbps
5952;Santiago Del Estero;31;247;2020-T2;30–50 Mbps
5953;Santiago Del Estero;3,2;10843;2020-T2;0–10 Mbps
5954;Santiago Del Estero;41;30;2020-T2;30–50 Mbps
5955;Santiago Del Estero;4,5;693;2020-T2;0–10 Mbps
5956;Santiago Del Estero;0,51;39;2020-T2;0–10 Mbps
5957;Santiago Del Estero;6,4;17911;2020-T2;0–10 Mbps
5958;Santiago Del Estero;7,5;879;2020-T2;0–10 Mbps
5959;Santiago Del Estero;0,75;94;2020-T2;0–10 Mbps
5960;Santiago Del Estero;10,1;56830;2020-T2;10–30 Mbps
5961;Santiago Del Estero;12,3;2512;2020-T2;10–30 Mbps
5962;Santiago Del Estero;20,5;1940;2020-T2;10–30 Mbps
5963;Santiago Del Estero;320;16;2020-T2;300–1000 Mbps
5964;Santiago Del Estero;50,1;1890;2020-T2;50–100 Mbps
5965;Santiago Del Estero;100,1;1392;2020-T2;100–300 Mbps
5966;Tierra Del Fuego;6;262;2020-T2;0–10 Mbps
5967;Tierra Del Fuego;9;3824;2020-T2;0–10 Mbps
5968;Tierra Del Fuego;1,2;102;2020-T2;0–10 Mbps
5969;Tierra Del Fuego;16;160;2020-T2;10–30 Mbps
5970;Tierra Del Fuego;19;51;2020-T2;10–30 Mbps
5971;Tierra Del Fuego;0,26;7446;2020-T2;0–10 Mbps
5972;Tierra Del Fuego;31;44;2020-T2;30–50 Mbps
5973;Tierra Del Fuego;3,2;631;2020-T2;0–10 Mbps
5974;Tierra Del Fuego;4,5;2533;2020-T2;0–10 Mbps
5975;Tierra Del Fuego;0,51;6;2020-T2;0–10 Mbps
5976;Tierra Del Fuego;6,4;18797;2020-T2;0–10 Mbps
5977;Tierra Del Fuego;0,75;5;2020-T2;0–10 Mbps
5978;Tierra Del Fuego;10,1;1362;2020-T2;10–30 Mbps
5979;Tierra Del Fuego;12,3;2749;2020-T2;10–30 Mbps
5980;Tierra Del Fuego;20,5;74;2020-T2;10–30 Mbps
5981;Tierra Del Fuego;25,1;347;2020-T2;10–30 Mbps
5982;Tierra Del Fuego;50,1;796;2020-T2;50–100 Mbps
5983;Tucumán;4;2890;2020-T2;0–10 Mbps
5984;Tucumán;6;185;2020-T2;0–10 Mbps
5985;Tucumán;9;165;2020-T2;0–10 Mbps
5986;Tucumán;10;8;2020-T2;10–30 Mbps
5987;Tucumán;12;2;2020-T2;10–30 Mbps
5988;Tucumán;1,2;3509;2020-T2;0–10 Mbps
5989;Tucumán;16;2663;2020-T2;10–30 Mbps
5990;Tucumán;2,2;28;2020-T2;0–10 Mbps
5991;Tucumán;0,26;2635;2020-T2;0–10 Mbps
5992;Tucumán;31;2246;2020-T2;30–50 Mbps
5993;Tucumán;3,2;10697;2020-T2;0–10 Mbps
5994;Tucumán;36;1;2020-T2;30–50 Mbps
5995;Tucumán;4,5;18;2020-T2;0–10 Mbps
5996;Tucumán;0,51;16;2020-T2;0–10 Mbps
5997;Tucumán;6,4;31798;2020-T2;0–10 Mbps
5998;Tucumán;7,5;143;2020-T2;0–10 Mbps
5999;Tucumán;0,75;36;2020-T2;0–10 Mbps
6000;Tucumán;86;1;2020-T2;50–100 Mbps
6001;Tucumán;10,1;54221;2020-T2;10–30 Mbps
6002;Tucumán;12,3;340;2020-T2;10–30 Mbps
6003;Tucumán;20,5;31179;2020-T2;10–30 Mbps
6004;Tucumán;320;1179;2020-T2;300–1000 Mbps
6005;Tucumán;50,1;44288;2020-T2;50–100 Mbps
6006;Tucumán;512;99;2020-T2;300–1000 Mbps
6007;Tucumán;100,1;28809;2020-T2;100–300 Mbps
6008;Buenos Aires;1;26560;2020-T3;0–10 Mbps
6009;Buenos Aires;2;380;2020-T3;0–10 Mbps
6010;Buenos Aires;4;35939;2020-T3;0–10 Mbps
6011;Buenos Aires;6;35165;2020-T3;0–10 Mbps
6012;Buenos Aires;9;17558;2020-T3;0–10 Mbps
6013;Buenos Aires;10;493;2020-T3;10–30 Mbps
6014;Buenos Aires;12;4;2020-T3;10–30 Mbps
6015;Buenos Aires;1,2;32611;2020-T3;0–10 Mbps
6016;Buenos Aires;14;2;2020-T3;10–30 Mbps
6017;Buenos Aires;15;24;2020-T3;10–30 Mbps
6018;Buenos Aires;16;15530;2020-T3;10–30 Mbps
6019;Buenos Aires;17;109;2020-T3;10–30 Mbps
6020;Buenos Aires;19;53774;2020-T3;10–30 Mbps
6021;Buenos Aires;22;2;2020-T3;10–30 Mbps
6022;Buenos Aires;2,2;25065;2020-T3;0–10 Mbps
6023;Buenos Aires;23;1;2020-T3;10–30 Mbps
6024;Buenos Aires;25;28;2020-T3;10–30 Mbps
6025;Buenos Aires;0,26;19853;2020-T3;0–10 Mbps
6026;Buenos Aires;30;917;2020-T3;30–50 Mbps
6027;Buenos Aires;31;12641;2020-T3;30–50 Mbps
6028;Buenos Aires;3,2;97388;2020-T3;0–10 Mbps
6029;Buenos Aires;35;1;2020-T3;30–50 Mbps
6030;Buenos Aires;36;1;2020-T3;30–50 Mbps
6031;Buenos Aires;0,38;17;2020-T3;0–10 Mbps
6032;Buenos Aires;41;779;2020-T3;30–50 Mbps
6033;Buenos Aires;4,5;15952;2020-T3;0–10 Mbps
6034;Buenos Aires;50;1;2020-T3;50–100 Mbps
6035;Buenos Aires;0,51;36916;2020-T3;0–10 Mbps
6036;Buenos Aires;55;54;2020-T3;50–100 Mbps
6037;Buenos Aires;56;1;2020-T3;50–100 Mbps
6038;Buenos Aires;59;1;2020-T3;50–100 Mbps
6039;Buenos Aires;61;76;2020-T3;50–100 Mbps
6040;Buenos Aires;63;1;2020-T3;50–100 Mbps
6041;Buenos Aires;6,4;876242;2020-T3;0–10 Mbps
6042;Buenos Aires;66;1;2020-T3;50–100 Mbps
6043;Buenos Aires;6,7;35;2020-T3;0–10 Mbps
6044;Buenos Aires;71;3;2020-T3;50–100 Mbps
6045;Buenos Aires;7,5;4718;2020-T3;0–10 Mbps
6046;Buenos Aires;0,75;609;2020-T3;0–10 Mbps
6047;Buenos Aires;77;236;2020-T3;50–100 Mbps
6048;Buenos Aires;80;2;2020-T3;50–100 Mbps
6049;Buenos Aires;81;4;2020-T3;50–100 Mbps
6050;Buenos Aires;82;1;2020-T3;50–100 Mbps
6051;Buenos Aires;83;1;2020-T3;50–100 Mbps
6052;Buenos Aires;95;3;2020-T3;50–100 Mbps
6053;Buenos Aires;10,1;211941;2020-T3;10–30 Mbps
6054;Buenos Aires;122;6;2020-T3;100–300 Mbps
6055;Buenos Aires;12,3;57035;2020-T3;10–30 Mbps
6056;Buenos Aires;127;1;2020-T3;100–300 Mbps
6057;Buenos Aires;155;125;2020-T3;100–300 Mbps
6058;Buenos Aires;160;1;2020-T3;100–300 Mbps
6059;Buenos Aires;203;117;2020-T3;100–300 Mbps
6060;Buenos Aires;20,5;93294;2020-T3;10–30 Mbps
6061;Buenos Aires;25,1;180693;2020-T3;10–30 Mbps
6062;Buenos Aires;256;3;2020-T3;100–300 Mbps
6063;Buenos Aires;320;94505;2020-T3;300–1000 Mbps
6064;Buenos Aires;350;4;2020-T3;300–1000 Mbps
6065;Buenos Aires;384;380;2020-T3;300–1000 Mbps
6066;Buenos Aires;450;462;2020-T3;300–1000 Mbps
6067;Buenos Aires;50,1;1199980;2020-T3;50–100 Mbps
6068;Buenos Aires;512;692;2020-T3;300–1000 Mbps
6069;Buenos Aires;520;1;2020-T3;300–1000 Mbps
6070;Buenos Aires;640;3;2020-T3;300–1000 Mbps
6071;Buenos Aires;100,1;784820;2020-T3;100–300 Mbps
6072;Buenos Aires;1024;2424;2020-T3;>1000 Mbps
6073;Buenos Aires;1536;4;2020-T3;>1000 Mbps
6074;Buenos Aires;2529;860;2020-T3;>1000 Mbps
6075;Buenos Aires;4000;227;2020-T3;>1000 Mbps
6076;CABA;1;15;2020-T3;0–10 Mbps
6077;CABA;4;70;2020-T3;0–10 Mbps
6078;CABA;6;1962;2020-T3;0–10 Mbps
6079;CABA;9;22;2020-T3;0–10 Mbps
6080;CABA;10;3;2020-T3;10–30 Mbps
6081;CABA;12;5;2020-T3;10–30 Mbps
6082;CABA;1,2;5404;2020-T3;0–10 Mbps
6083;CABA;16;3353;2020-T3;10–30 Mbps
6084;CABA;17;5;2020-T3;10–30 Mbps
6085;CABA;19;38993;2020-T3;10–30 Mbps
6086;CABA;22;1;2020-T3;10–30 Mbps
6087;CABA;2,2;387;2020-T3;0–10 Mbps
6088;CABA;0,26;247;2020-T3;0–10 Mbps
6089;CABA;31;11242;2020-T3;30–50 Mbps
6090;CABA;3,2;8245;2020-T3;0–10 Mbps
6091;CABA;35;1;2020-T3;30–50 Mbps
6092;CABA;36;9;2020-T3;30–50 Mbps
6093;CABA;0,38;30;2020-T3;0–10 Mbps
6094;CABA;40;30;2020-T3;30–50 Mbps
6095;CABA;41;121;2020-T3;30–50 Mbps
6096;CABA;4,5;1539;2020-T3;0–10 Mbps
6097;CABA;0,51;75;2020-T3;0–10 Mbps
6098;CABA;56;1;2020-T3;50–100 Mbps
6099;CABA;61;16;2020-T3;50–100 Mbps
6100;CABA;6,4;144912;2020-T3;0–10 Mbps
6101;CABA;67;1;2020-T3;50–100 Mbps
6102;CABA;71;3;2020-T3;50–100 Mbps
6103;CABA;7,5;13;2020-T3;0–10 Mbps
6104;CABA;0,75;159;2020-T3;0–10 Mbps
6105;CABA;77;117;2020-T3;50–100 Mbps
6106;CABA;81;7;2020-T3;50–100 Mbps
6107;CABA;91;34;2020-T3;50–100 Mbps
6108;CABA;10,1;85045;2020-T3;10–30 Mbps
6109;CABA;120;1;2020-T3;100–300 Mbps
6110;CABA;122;5;2020-T3;100–300 Mbps
6111;CABA;12,3;10916;2020-T3;10–30 Mbps
6112;CABA;126;3;2020-T3;100–300 Mbps
6113;CABA;155;6376;2020-T3;100–300 Mbps
6114;CABA;164;5;2020-T3;100–300 Mbps
6115;CABA;203;2592;2020-T3;100–300 Mbps
6116;CABA;20,5;15481;2020-T3;10–30 Mbps
6117;CABA;225;1;2020-T3;100–300 Mbps
6118;CABA;234;1;2020-T3;100–300 Mbps
6119;CABA;25,1;66791;2020-T3;10–30 Mbps
6120;CABA;256;1399;2020-T3;100–300 Mbps
6121;CABA;300;1;2020-T3;300–1000 Mbps
6122;CABA;320;58622;2020-T3;300–1000 Mbps
6123;CABA;330;2;2020-T3;300–1000 Mbps
6124;CABA;450;2;2020-T3;300–1000 Mbps
6125;CABA;50,1;577976;2020-T3;50–100 Mbps
6126;CABA;512;177;2020-T3;300–1000 Mbps
6127;CABA;768;1;2020-T3;300–1000 Mbps
6128;CABA;850;1;2020-T3;300–1000 Mbps
6129;CABA;100,1;328971;2020-T3;100–300 Mbps
6130;CABA;1024;1284;2020-T3;>1000 Mbps
6131;Catamarca;6;48;2020-T3;0–10 Mbps
6132;Catamarca;10;27;2020-T3;10–30 Mbps
6133;Catamarca;1,2;669;2020-T3;0–10 Mbps
6134;Catamarca;16;603;2020-T3;10–30 Mbps
6135;Catamarca;2,2;264;2020-T3;0–10 Mbps
6136;Catamarca;25;253;2020-T3;10–30 Mbps
6137;Catamarca;0,26;2154;2020-T3;0–10 Mbps
6138;Catamarca;31;309;2020-T3;30–50 Mbps
6139;Catamarca;3,2;2337;2020-T3;0–10 Mbps
6140;Catamarca;4,5;3;2020-T3;0–10 Mbps
6141;Catamarca;0,51;34;2020-T3;0–10 Mbps
6142;Catamarca;6,4;4955;2020-T3;0–10 Mbps
6143;Catamarca;0,75;29;2020-T3;0–10 Mbps
6144;Catamarca;10,1;8741;2020-T3;10–30 Mbps
6145;Catamarca;12,3;3262;2020-T3;10–30 Mbps
6146;Catamarca;20,5;7330;2020-T3;10–30 Mbps
6147;Catamarca;320;489;2020-T3;300–1000 Mbps
6148;Catamarca;50,1;11736;2020-T3;50–100 Mbps
6149;Catamarca;512;23;2020-T3;300–1000 Mbps
6150;Catamarca;100,1;6638;2020-T3;100–300 Mbps
6151;Chaco;4;1184;2020-T3;0–10 Mbps
6152;Chaco;0,5;111;2020-T3;0–10 Mbps
6153;Chaco;6;1085;2020-T3;0–10 Mbps
6154;Chaco;9;308;2020-T3;0–10 Mbps
6155;Chaco;10;1;2020-T3;10–30 Mbps
6156;Chaco;1,2;2625;2020-T3;0–10 Mbps
6157;Chaco;1,5;25;2020-T3;0–10 Mbps
6158;Chaco;16;1688;2020-T3;10–30 Mbps
6159;Chaco;19;831;2020-T3;10–30 Mbps
6160;Chaco;2,2;1737;2020-T3;0–10 Mbps
6161;Chaco;0,26;7194;2020-T3;0–10 Mbps
6162;Chaco;31;10781;2020-T3;30–50 Mbps
6163;Chaco;3,2;6147;2020-T3;0–10 Mbps
6164;Chaco;4,5;568;2020-T3;0–10 Mbps
6165;Chaco;0,51;69;2020-T3;0–10 Mbps
6166;Chaco;0,63;225;2020-T3;0–10 Mbps
6167;Chaco;6,4;11305;2020-T3;0–10 Mbps
6168;Chaco;7,5;527;2020-T3;0–10 Mbps
6169;Chaco;0,75;14;2020-T3;0–10 Mbps
6170;Chaco;10,1;20803;2020-T3;10–30 Mbps
6171;Chaco;12,3;18678;2020-T3;10–30 Mbps
6172;Chaco;20,5;6349;2020-T3;10–30 Mbps
6173;Chaco;25,1;2970;2020-T3;10–30 Mbps
6174;Chaco;320;1500;2020-T3;300–1000 Mbps
6175;Chaco;50,1;27729;2020-T3;50–100 Mbps
6176;Chaco;512;26;2020-T3;300–1000 Mbps
6177;Chaco;100,1;9474;2020-T3;100–300 Mbps
6178;Chubut;1;4;2020-T3;0–10 Mbps
6179;Chubut;4;73;2020-T3;0–10 Mbps
6180;Chubut;6;520;2020-T3;0–10 Mbps
6181;Chubut;9;189;2020-T3;0–10 Mbps
6182;Chubut;10;2212;2020-T3;10–30 Mbps
6183;Chubut;1,2;964;2020-T3;0–10 Mbps
6184;Chubut;16;1050;2020-T3;10–30 Mbps
6185;Chubut;2,2;5217;2020-T3;0–10 Mbps
6186;Chubut;0,26;3942;2020-T3;0–10 Mbps
6187;Chubut;31;232;2020-T3;30–50 Mbps
6188;Chubut;3,2;22132;2020-T3;0–10 Mbps
6189;Chubut;0,38;8;2020-T3;0–10 Mbps
6190;Chubut;4,5;538;2020-T3;0–10 Mbps
6191;Chubut;0,51;66;2020-T3;0–10 Mbps
6192;Chubut;6,4;58220;2020-T3;0–10 Mbps
6193;Chubut;0,75;84;2020-T3;0–10 Mbps
6194;Chubut;10,1;19713;2020-T3;10–30 Mbps
6195;Chubut;12,3;11164;2020-T3;10–30 Mbps
6196;Chubut;203;1;2020-T3;100–300 Mbps
6197;Chubut;20,5;3;2020-T3;10–30 Mbps
6198;Chubut;25,1;2586;2020-T3;10–30 Mbps
6199;Chubut;50,1;999;2020-T3;50–100 Mbps
6200;Chubut;100,1;110;2020-T3;100–300 Mbps
6201;Córdoba;2;7;2020-T3;0–10 Mbps
6202;Córdoba;4;5244;2020-T3;0–10 Mbps
6203;Córdoba;6;13168;2020-T3;0–10 Mbps
6204;Córdoba;9;5794;2020-T3;0–10 Mbps
6205;Córdoba;10;1862;2020-T3;10–30 Mbps
6206;Córdoba;11;1;2020-T3;10–30 Mbps
6207;Córdoba;12;1;2020-T3;10–30 Mbps
6208;Córdoba;1,2;16954;2020-T3;0–10 Mbps
6209;Córdoba;14;4;2020-T3;10–30 Mbps
6210;Córdoba;15;9;2020-T3;10–30 Mbps
6211;Córdoba;16;14529;2020-T3;10–30 Mbps
6212;Córdoba;17;75;2020-T3;10–30 Mbps
6213;Córdoba;19;12411;2020-T3;10–30 Mbps
6214;Córdoba;2,2;13088;2020-T3;0–10 Mbps
6215;Córdoba;25;2;2020-T3;10–30 Mbps
6216;Córdoba;2,5;27;2020-T3;0–10 Mbps
6217;Córdoba;0,26;11728;2020-T3;0–10 Mbps
6218;Córdoba;29;1;2020-T3;10–30 Mbps
6219;Córdoba;31;10829;2020-T3;30–50 Mbps
6220;Córdoba;3,2;54769;2020-T3;0–10 Mbps
6221;Córdoba;36;2;2020-T3;30–50 Mbps
6222;Córdoba;0,38;2;2020-T3;0–10 Mbps
6223;Córdoba;41;50;2020-T3;30–50 Mbps
6224;Córdoba;4,5;15119;2020-T3;0–10 Mbps
6225;Córdoba;0,51;81;2020-T3;0–10 Mbps
6226;Córdoba;61;4608;2020-T3;50–100 Mbps
6227;Córdoba;6,4;102129;2020-T3;0–10 Mbps
6228;Córdoba;6,7;1158;2020-T3;0–10 Mbps
6229;Córdoba;71;134;2020-T3;50–100 Mbps
6230;Córdoba;7,5;4253;2020-T3;0–10 Mbps
6231;Córdoba;0,75;85;2020-T3;0–10 Mbps
6232;Córdoba;77;1;2020-T3;50–100 Mbps
6233;Córdoba;10,1;112924;2020-T3;10–30 Mbps
6234;Córdoba;12,3;16577;2020-T3;10–30 Mbps
6235;Córdoba;145;1;2020-T3;100–300 Mbps
6236;Córdoba;155;16;2020-T3;100–300 Mbps
6237;Córdoba;203;22;2020-T3;100–300 Mbps
6238;Córdoba;20,5;40629;2020-T3;10–30 Mbps
6239;Córdoba;234;486;2020-T3;100–300 Mbps
6240;Córdoba;25,1;52999;2020-T3;10–30 Mbps
6241;Córdoba;320;6935;2020-T3;300–1000 Mbps
6242;Córdoba;50,1;285401;2020-T3;50–100 Mbps
6243;Córdoba;512;725;2020-T3;300–1000 Mbps
6244;Córdoba;768;1;2020-T3;300–1000 Mbps
6245;Córdoba;900;1;2020-T3;300–1000 Mbps
6246;Córdoba;100,1;62629;2020-T3;100–300 Mbps
6247;Córdoba;1024;1;2020-T3;>1000 Mbps
6248;Corrientes;6;1543;2020-T3;0–10 Mbps
6249;Corrientes;9;515;2020-T3;0–10 Mbps
6250;Corrientes;1,2;6876;2020-T3;0–10 Mbps
6251;Corrientes;16;1669;2020-T3;10–30 Mbps
6252;Corrientes;19;742;2020-T3;10–30 Mbps
6253;Corrientes;2,2;2277;2020-T3;0–10 Mbps
6254;Corrientes;0,26;5020;2020-T3;0–10 Mbps
6255;Corrientes;31;6486;2020-T3;30–50 Mbps
6256;Corrientes;3,2;10537;2020-T3;0–10 Mbps
6257;Corrientes;4,5;948;2020-T3;0–10 Mbps
6258;Corrientes;0,51;10;2020-T3;0–10 Mbps
6259;Corrientes;6,4;13536;2020-T3;0–10 Mbps
6260;Corrientes;0,75;62;2020-T3;0–10 Mbps
6261;Corrientes;10,1;22800;2020-T3;10–30 Mbps
6262;Corrientes;12,3;17541;2020-T3;10–30 Mbps
6263;Corrientes;20,5;5356;2020-T3;10–30 Mbps
6264;Corrientes;25,1;2129;2020-T3;10–30 Mbps
6265;Corrientes;320;1033;2020-T3;300–1000 Mbps
6266;Corrientes;50,1;17788;2020-T3;50–100 Mbps
6267;Corrientes;100,1;6523;2020-T3;100–300 Mbps
6268;Entre Ríos;4;2188;2020-T3;0–10 Mbps
6269;Entre Ríos;6;2835;2020-T3;0–10 Mbps
6270;Entre Ríos;9;844;2020-T3;0–10 Mbps
6271;Entre Ríos;1,2;6668;2020-T3;0–10 Mbps
6272;Entre Ríos;16;3950;2020-T3;10–30 Mbps
6273;Entre Ríos;17;3;2020-T3;10–30 Mbps
6274;Entre Ríos;19;2278;2020-T3;10–30 Mbps
6275;Entre Ríos;2,2;4802;2020-T3;0–10 Mbps
6276;Entre Ríos;0,26;15759;2020-T3;0–10 Mbps
6277;Entre Ríos;31;9600;2020-T3;30–50 Mbps
6278;Entre Ríos;3,2;16549;2020-T3;0–10 Mbps
6279;Entre Ríos;0,38;1;2020-T3;0–10 Mbps
6280;Entre Ríos;4,5;840;2020-T3;0–10 Mbps
6281;Entre Ríos;0,51;18;2020-T3;0–10 Mbps
6282;Entre Ríos;6,4;35677;2020-T3;0–10 Mbps
6283;Entre Ríos;7,5;2106;2020-T3;0–10 Mbps
6284;Entre Ríos;0,75;111;2020-T3;0–10 Mbps
6285;Entre Ríos;10,1;48528;2020-T3;10–30 Mbps
6286;Entre Ríos;12,3;30124;2020-T3;10–30 Mbps
6287;Entre Ríos;126;1;2020-T3;100–300 Mbps
6288;Entre Ríos;155;1;2020-T3;100–300 Mbps
6289;Entre Ríos;20,5;4442;2020-T3;10–30 Mbps
6290;Entre Ríos;25,1;4777;2020-T3;10–30 Mbps
6291;Entre Ríos;320;1190;2020-T3;300–1000 Mbps
6292;Entre Ríos;50,1;37675;2020-T3;50–100 Mbps
6293;Entre Ríos;100,1;10527;2020-T3;100–300 Mbps
6294;Entre Ríos;50,25;1;2020-T3;50–100 Mbps
6295;Formosa;6;1373;2020-T3;0–10 Mbps
6296;Formosa;1,2;1698;2020-T3;0–10 Mbps
6297;Formosa;16;499;2020-T3;10–30 Mbps
6298;Formosa;19;673;2020-T3;10–30 Mbps
6299;Formosa;2,2;1426;2020-T3;0–10 Mbps
6300;Formosa;0,26;1737;2020-T3;0–10 Mbps
6301;Formosa;31;418;2020-T3;30–50 Mbps
6302;Formosa;3,2;10254;2020-T3;0–10 Mbps
6303;Formosa;4,5;2979;2020-T3;0–10 Mbps
6304;Formosa;0,51;49;2020-T3;0–10 Mbps
6305;Formosa;6,4;5584;2020-T3;0–10 Mbps
6306;Formosa;7,5;2;2020-T3;0–10 Mbps
6307;Formosa;0,75;342;2020-T3;0–10 Mbps
6308;Formosa;10,1;7430;2020-T3;10–30 Mbps
6309;Formosa;12,3;189;2020-T3;10–30 Mbps
6310;Formosa;20,5;5764;2020-T3;10–30 Mbps
6311;Formosa;25,1;573;2020-T3;10–30 Mbps
6312;Formosa;320;114;2020-T3;300–1000 Mbps
6313;Formosa;50,1;6058;2020-T3;50–100 Mbps
6314;Formosa;100,1;2047;2020-T3;100–300 Mbps
6315;Jujuy;6;734;2020-T3;0–10 Mbps
6316;Jujuy;1,2;7031;2020-T3;0–10 Mbps
6317;Jujuy;16;592;2020-T3;10–30 Mbps
6318;Jujuy;19;4;2020-T3;10–30 Mbps
6319;Jujuy;2,2;5488;2020-T3;0–10 Mbps
6320;Jujuy;0,26;3065;2020-T3;0–10 Mbps
6321;Jujuy;31;285;2020-T3;30–50 Mbps
6322;Jujuy;3,2;7909;2020-T3;0–10 Mbps
6323;Jujuy;45;1;2020-T3;30–50 Mbps
6324;Jujuy;4,5;2283;2020-T3;0–10 Mbps
6325;Jujuy;0,51;27;2020-T3;0–10 Mbps
6326;Jujuy;6,4;8868;2020-T3;0–10 Mbps
6327;Jujuy;68;1;2020-T3;50–100 Mbps
6328;Jujuy;0,75;28;2020-T3;0–10 Mbps
6329;Jujuy;10,1;10566;2020-T3;10–30 Mbps
6330;Jujuy;12,3;22759;2020-T3;10–30 Mbps
6331;Jujuy;155;1;2020-T3;100–300 Mbps
6332;Jujuy;20,5;21843;2020-T3;10–30 Mbps
6333;Jujuy;25,1;8;2020-T3;10–30 Mbps
6334;Jujuy;320;102;2020-T3;300–1000 Mbps
6335;Jujuy;50,1;10666;2020-T3;50–100 Mbps
6336;Jujuy;512;31;2020-T3;300–1000 Mbps
6337;Jujuy;520;745;2020-T3;300–1000 Mbps
6338;Jujuy;100,1;3691;2020-T3;100–300 Mbps
6339;La Pampa;1;313;2020-T3;0–10 Mbps
6340;La Pampa;6;1400;2020-T3;0–10 Mbps
6341;La Pampa;9;1;2020-T3;0–10 Mbps
6342;La Pampa;1,2;2880;2020-T3;0–10 Mbps
6343;La Pampa;16;3378;2020-T3;10–30 Mbps
6344;La Pampa;17;30;2020-T3;10–30 Mbps
6345;La Pampa;19;39;2020-T3;10–30 Mbps
6346;La Pampa;2,2;4575;2020-T3;0–10 Mbps
6347;La Pampa;24;46;2020-T3;10–30 Mbps
6348;La Pampa;0,26;4029;2020-T3;0–10 Mbps
6349;La Pampa;29;53;2020-T3;10–30 Mbps
6350;La Pampa;31;1805;2020-T3;30–50 Mbps
6351;La Pampa;3,2;7814;2020-T3;0–10 Mbps
6352;La Pampa;0,38;1;2020-T3;0–10 Mbps
6353;La Pampa;4,5;4284;2020-T3;0–10 Mbps
6354;La Pampa;0,51;236;2020-T3;0–10 Mbps
6355;La Pampa;64;148;2020-T3;50–100 Mbps
6356;La Pampa;6,4;46239;2020-T3;0–10 Mbps
6357;La Pampa;7,5;6;2020-T3;0–10 Mbps
6358;La Pampa;0,75;56;2020-T3;0–10 Mbps
6359;La Pampa;10,1;7813;2020-T3;10–30 Mbps
6360;La Pampa;12,3;47;2020-T3;10–30 Mbps
6361;La Pampa;134;841;2020-T3;100–300 Mbps
6362;La Pampa;20,5;2083;2020-T3;10–30 Mbps
6363;La Pampa;25,1;285;2020-T3;10–30 Mbps
6364;La Pampa;50,1;5333;2020-T3;50–100 Mbps
6365;La Rioja;4;31589;2020-T3;0–10 Mbps
6366;La Rioja;1,2;705;2020-T3;0–10 Mbps
6367;La Rioja;16;4131;2020-T3;10–30 Mbps
6368;La Rioja;0,26;2;2020-T3;0–10 Mbps
6369;La Rioja;31;124;2020-T3;30–50 Mbps
6370;La Rioja;3,2;1250;2020-T3;0–10 Mbps
6371;La Rioja;4,5;1;2020-T3;0–10 Mbps
6372;La Rioja;0,51;9;2020-T3;0–10 Mbps
