ID_Acceso_Prov;ID_Provincia;Velocidad;Accesos;ID_Periodo;ID_Rango_Velocidad
484;CABA;4;248;2018-T1;0–10 Mbps
485;CABA;6;5741;2018-T1;0–10 Mbps
486;CABA;9;92;2018-T1;0–10 Mbps
487;CABA;10;5;2018-T1;10–30 Mbps
488;CABA;12;5;2018-T1;10–30 Mbps
489;CABA;1,2;10023;2018-T1;0–10 Mbps
490;CABA;16;433;2018-T1;10–30 Mbps
491;CABA;17;3;2018-T1;10–30 Mbps
492;CABA;18;1;2018-T1;10–30 Mbps
493;CABA;19;36086;2018-T1;10–30 Mbps
494;CABA;2,2;889;2018-T1;0–10 Mbps
495;CABA;25;1;2018-T1;10–30 Mbps
496;CABA;31;83068;2018-T1;30–50 Mbps
497;CABA;3,2;3142;2018-T1;0–10 Mbps
498;CABA;36;7;2018-T1;30–50 Mbps
499;CABA;41;23;2018-T1;30–50 Mbps
500;CABA;4,5;1051;2018-T1;0–10 Mbps
501;CABA;0,51;89;2018-T1;0–10 Mbps
502;CABA;61;8;2018-T1;50–100 Mbps
503;CABA;6,4;281495;2018-T1;0–10 Mbps
504;CABA;66;1;2018-T1;50–100 Mbps
505;CABA;71;5;2018-T1;50–100 Mbps
506;CABA;7,5;21;2018-T1;0–10 Mbps
507;CABA;81;2;2018-T1;50–100 Mbps
508;CABA;10,1;222619;2018-T1;10–30 Mbps
509;CABA;120;2;2018-T1;100–300 Mbps
510;CABA;122;6;2018-T1;100–300 Mbps
511;CABA;12,3;381791;2018-T1;10–30 Mbps
512;CABA;131;2;2018-T1;100–300 Mbps
513;CABA;155;1601;2018-T1;100–300 Mbps
514;CABA;20,5;69507;2018-T1;10–30 Mbps
515;CABA;25,1;144901;2018-T1;10–30 Mbps
516;CABA;50,1;100577;2018-T1;50–100 Mbps
517;CABA;100,1;25133;2018-T1;100–300 Mbps
518;Catamarca;1;1;2018-T1;0–10 Mbps
519;Catamarca;1,2;2895;2018-T1;0–10 Mbps
520;Catamarca;16;2;2018-T1;10–30 Mbps
521;Catamarca;0,26;6500;2018-T1;0–10 Mbps
522;Catamarca;31;41;2018-T1;30–50 Mbps
523;Catamarca;3,2;43;2018-T1;0–10 Mbps
524;Catamarca;0,51;34;2018-T1;0–10 Mbps
525;Catamarca;6,4;14727;2018-T1;0–10 Mbps
526;Catamarca;10,1;6145;2018-T1;10–30 Mbps
527;Catamarca;155;4;2018-T1;100–300 Mbps
528;Catamarca;20,5;3537;2018-T1;10–30 Mbps
529;Chaco;4;1306;2018-T1;0–10 Mbps
530;Chaco;6;7;2018-T1;0–10 Mbps
531;Chaco;9;8915;2018-T1;0–10 Mbps
532;Chaco;1,2;3261;2018-T1;0–10 Mbps
533;Chaco;16;25;2018-T1;10–30 Mbps
534;Chaco;19;639;2018-T1;10–30 Mbps
535;Chaco;2,2;22;2018-T1;0–10 Mbps
536;Chaco;0,26;1035;2018-T1;0–10 Mbps
537;Chaco;31;640;2018-T1;30–50 Mbps
538;Chaco;3,2;41;2018-T1;0–10 Mbps
539;Chaco;36;522;2018-T1;30–50 Mbps
540;Chaco;4,5;6536;2018-T1;0–10 Mbps
541;Chaco;46;107;2018-T1;30–50 Mbps
542;Chaco;0,51;70;2018-T1;0–10 Mbps
543;Chaco;6,4;24604;2018-T1;0–10 Mbps
544;Chaco;10,1;15573;2018-T1;10–30 Mbps
545;Chaco;12,3;11516;2018-T1;10–30 Mbps
546;Chaco;155;74;2018-T1;100–300 Mbps
547;Chaco;20,5;11116;2018-T1;10–30 Mbps
548;Chaco;25,1;7612;2018-T1;10–30 Mbps
549;Chaco;50,1;2788;2018-T1;50–100 Mbps
550;Chaco;100,1;373;2018-T1;100–300 Mbps
551;Chubut;1;3084;2018-T1;0–10 Mbps
552;Chubut;4;7745;2018-T1;0–10 Mbps
553;Chubut;6;54;2018-T1;0–10 Mbps
554;Chubut;9;2543;2018-T1;0–10 Mbps
555;Chubut;1,2;1230;2018-T1;0–10 Mbps
556;Chubut;2,2;1104;2018-T1;0–10 Mbps
557;Chubut;0,26;5010;2018-T1;0–10 Mbps
558;Chubut;31;2;2018-T1;30–50 Mbps
559;Chubut;3,2;7760;2018-T1;0–10 Mbps
560;Chubut;4,5;534;2018-T1;0–10 Mbps
561;Chubut;0,51;67;2018-T1;0–10 Mbps
562;Chubut;6,4;65964;2018-T1;0–10 Mbps
563;Chubut;10,1;2815;2018-T1;10–30 Mbps
564;Chubut;12,3;4;2018-T1;10–30 Mbps
565;Chubut;25,1;3;2018-T1;10–30 Mbps
566;Chubut;50,1;9;2018-T1;50–100 Mbps
567;Córdoba;1;3024;2018-T1;0–10 Mbps
568;Córdoba;4;46043;2018-T1;0–10 Mbps
569;Córdoba;6;5207;2018-T1;0–10 Mbps
570;Córdoba;9;10646;2018-T1;0–10 Mbps
571;Córdoba;12;2;2018-T1;10–30 Mbps
572;Córdoba;1,2;20898;2018-T1;0–10 Mbps
573;Córdoba;16;979;2018-T1;10–30 Mbps
574;Córdoba;19;13662;2018-T1;10–30 Mbps
575;Córdoba;2,2;3313;2018-T1;0–10 Mbps
576;Córdoba;0,26;10049;2018-T1;0–10 Mbps
577;Córdoba;31;4423;2018-T1;30–50 Mbps
578;Córdoba;3,2;11366;2018-T1;0–10 Mbps
579;Córdoba;4,5;8596;2018-T1;0–10 Mbps
580;Córdoba;0,51;281;2018-T1;0–10 Mbps
581;Córdoba;6,4;148290;2018-T1;0–10 Mbps
582;Córdoba;66;1;2018-T1;50–100 Mbps
583;Córdoba;71;1;2018-T1;50–100 Mbps
584;Córdoba;7,5;134;2018-T1;0–10 Mbps
585;Córdoba;10,1;93520;2018-T1;10–30 Mbps
586;Córdoba;12,3;183902;2018-T1;10–30 Mbps
587;Córdoba;155;3088;2018-T1;100–300 Mbps
588;Córdoba;20,5;67714;2018-T1;10–30 Mbps
589;Córdoba;25,1;52725;2018-T1;10–30 Mbps
590;Córdoba;50,1;22354;2018-T1;50–100 Mbps
591;Córdoba;100,1;3773;2018-T1;100–300 Mbps
592;Corrientes;4;690;2018-T1;0–10 Mbps
593;Corrientes;6;1;2018-T1;0–10 Mbps
594;Corrientes;9;8540;2018-T1;0–10 Mbps
595;Corrientes;1,2;5005;2018-T1;0–10 Mbps
596;Corrientes;16;9;2018-T1;10–30 Mbps
597;Corrientes;19;645;2018-T1;10–30 Mbps
598;Corrientes;2,2;1335;2018-T1;0–10 Mbps
599;Corrientes;31;185;2018-T1;30–50 Mbps
600;Corrientes;3,2;85;2018-T1;0–10 Mbps
601;Corrientes;36;488;2018-T1;30–50 Mbps
602;Corrientes;4,5;6923;2018-T1;0–10 Mbps
603;Corrientes;46;131;2018-T1;30–50 Mbps
604;Corrientes;0,51;11;2018-T1;0–10 Mbps
605;Corrientes;6,4;28118;2018-T1;0–10 Mbps
606;Corrientes;10,1;15498;2018-T1;10–30 Mbps
607;Corrientes;12,3;9977;2018-T1;10–30 Mbps
608;Corrientes;155;13;2018-T1;100–300 Mbps
609;Corrientes;20,5;8437;2018-T1;10–30 Mbps
610;Corrientes;25,1;5705;2018-T1;10–30 Mbps
611;Corrientes;50,1;2283;2018-T1;50–100 Mbps
612;Corrientes;100,1;341;2018-T1;100–300 Mbps
613;Entre Ríos;1;1;2018-T1;0–10 Mbps
614;Entre Ríos;4;3541;2018-T1;0–10 Mbps
615;Entre Ríos;6;982;2018-T1;0–10 Mbps
616;Entre Ríos;9;12878;2018-T1;0–10 Mbps
617;Entre Ríos;10;1;2018-T1;10–30 Mbps
618;Entre Ríos;1,2;8860;2018-T1;0–10 Mbps
619;Entre Ríos;16;15;2018-T1;10–30 Mbps
620;Entre Ríos;19;894;2018-T1;10–30 Mbps
621;Entre Ríos;2,2;4872;2018-T1;0–10 Mbps
622;Entre Ríos;31;247;2018-T1;30–50 Mbps
623;Entre Ríos;3,2;3467;2018-T1;0–10 Mbps
624;Entre Ríos;36;335;2018-T1;30–50 Mbps
625;Entre Ríos;4,5;19827;2018-T1;0–10 Mbps
626;Entre Ríos;46;58;2018-T1;30–50 Mbps
627;Entre Ríos;0,51;18;2018-T1;0–10 Mbps
628;Entre Ríos;6,4;57391;2018-T1;0–10 Mbps
629;Entre Ríos;71;1;2018-T1;50–100 Mbps
630;Entre Ríos;10,1;32720;2018-T1;10–30 Mbps
631;Entre Ríos;12,3;22093;2018-T1;10–30 Mbps
632;Entre Ríos;155;1019;2018-T1;100–300 Mbps
633;Entre Ríos;20,5;14399;2018-T1;10–30 Mbps
634;Entre Ríos;25,1;9571;2018-T1;10–30 Mbps
635;Entre Ríos;50,1;3253;2018-T1;50–100 Mbps
636;Entre Ríos;100,1;405;2018-T1;100–300 Mbps
637;Formosa;1;191;2018-T1;0–10 Mbps
638;Formosa;4;1202;2018-T1;0–10 Mbps
639;Formosa;6;52;2018-T1;0–10 Mbps
640;Formosa;1,2;3612;2018-T1;0–10 Mbps
641;Formosa;16;2;2018-T1;10–30 Mbps
642;Formosa;19;27;2018-T1;10–30 Mbps
643;Formosa;2,2;773;2018-T1;0–10 Mbps
644;Formosa;31;547;2018-T1;30–50 Mbps
645;Formosa;3,2;732;2018-T1;0–10 Mbps
646;Formosa;4,5;14;2018-T1;0–10 Mbps
647;Formosa;0,51;1110;2018-T1;0–10 Mbps
648;Formosa;6,4;7319;2018-T1;0–10 Mbps
649;Formosa;10,1;5117;2018-T1;10–30 Mbps
650;Formosa;12,3;4346;2018-T1;10–30 Mbps
651;Formosa;155;18;2018-T1;100–300 Mbps
652;Formosa;20,5;5686;2018-T1;10–30 Mbps
653;Formosa;25,1;544;2018-T1;10–30 Mbps
654;Formosa;50,1;994;2018-T1;50–100 Mbps
655;Formosa;100,1;34;2018-T1;100–300 Mbps
656;Jujuy;1;1892;2018-T1;0–10 Mbps
657;Jujuy;4;6604;2018-T1;0–10 Mbps
658;Jujuy;9;36;2018-T1;0–10 Mbps
659;Jujuy;1,2;2915;2018-T1;0–10 Mbps
660;Jujuy;16;15;2018-T1;10–30 Mbps
661;Jujuy;31;49;2018-T1;30–50 Mbps
662;Jujuy;3,2;4113;2018-T1;0–10 Mbps
663;Jujuy;0,51;345;2018-T1;0–10 Mbps
664;Jujuy;6,4;16502;2018-T1;0–10 Mbps
665;Jujuy;10,1;8008;2018-T1;10–30 Mbps
666;Jujuy;155;4;2018-T1;100–300 Mbps
667;Jujuy;20,5;3910;2018-T1;10–30 Mbps
668;La Pampa;1;6738;2018-T1;0–10 Mbps
669;La Pampa;4;33662;2018-T1;0–10 Mbps
670;La Pampa;6;4979;2018-T1;0–10 Mbps
671;La Pampa;9;1518;2018-T1;0–10 Mbps
672;La Pampa;1,2;1381;2018-T1;0–10 Mbps
673;La Pampa;16;431;2018-T1;10–30 Mbps
674;La Pampa;19;6;2018-T1;10–30 Mbps
675;La Pampa;2,2;4766;2018-T1;0–10 Mbps
676;La Pampa;0,26;3503;2018-T1;0–10 Mbps
677;La Pampa;31;11;2018-T1;30–50 Mbps
678;La Pampa;3,2;11013;2018-T1;0–10 Mbps
679;La Pampa;4,5;241;2018-T1;0–10 Mbps
680;La Pampa;0,51;245;2018-T1;0–10 Mbps
681;La Pampa;6,4;12443;2018-T1;0–10 Mbps
682;La Pampa;10,1;98;2018-T1;10–30 Mbps
683;La Pampa;12,3;630;2018-T1;10–30 Mbps
684;La Pampa;20,5;9;2018-T1;10–30 Mbps
685;La Pampa;25,1;613;2018-T1;10–30 Mbps
686;La Pampa;50,1;85;2018-T1;50–100 Mbps
687;La Pampa;100,1;3;2018-T1;100–300 Mbps
688;La Rioja;1;1;2018-T1;0–10 Mbps
689;La Rioja;4;31590;2018-T1;0–10 Mbps
690;La Rioja;1,2;1484;2018-T1;0–10 Mbps
691;La Rioja;16;3650;2018-T1;10–30 Mbps
692;La Rioja;31;19;2018-T1;30–50 Mbps
693;La Rioja;3,2;2;2018-T1;0–10 Mbps
694;La Rioja;0,51;9;2018-T1;0–10 Mbps
695;La Rioja;6,4;9088;2018-T1;0–10 Mbps
696;La Rioja;10,1;4217;2018-T1;10–30 Mbps
697;La Rioja;20,5;2181;2018-T1;10–30 Mbps
698;La Rioja;50,1;1;2018-T1;50–100 Mbps
699;Mendoza;1;13;2018-T1;0–10 Mbps
700;Mendoza;4;93;2018-T1;0–10 Mbps
701;Mendoza;9;16;2018-T1;0–10 Mbps
702;Mendoza;10;250;2018-T1;10–30 Mbps
703;Mendoza;1,2;1649;2018-T1;0–10 Mbps
704;Mendoza;16;50;2018-T1;10–30 Mbps
705;Mendoza;2,2;2228;2018-T1;0–10 Mbps
706;Mendoza;0,26;33788;2018-T1;0–10 Mbps
707;Mendoza;31;24;2018-T1;30–50 Mbps
708;Mendoza;3,2;3326;2018-T1;0–10 Mbps
709;Mendoza;4,5;255;2018-T1;0–10 Mbps
710;Mendoza;0,51;20;2018-T1;0–10 Mbps
711;Mendoza;6,4;158697;2018-T1;0–10 Mbps
712;Mendoza;10,1;235;2018-T1;10–30 Mbps
713;Mendoza;12,3;78;2018-T1;10–30 Mbps
714;Mendoza;20,5;138;2018-T1;10–30 Mbps
715;Mendoza;25,1;5;2018-T1;10–30 Mbps
716;Mendoza;50,1;56;2018-T1;50–100 Mbps
717;Mendoza;100,1;6;2018-T1;100–300 Mbps
718;Misiones;4;1;2018-T1;0–10 Mbps
719;Misiones;6;12;2018-T1;0–10 Mbps
720;Misiones;9;7408;2018-T1;0–10 Mbps
721;Misiones;1,2;4700;2018-T1;0–10 Mbps
722;Misiones;16;5;2018-T1;10–30 Mbps
723;Misiones;19;703;2018-T1;10–30 Mbps
724;Misiones;2,2;95;2018-T1;0–10 Mbps
725;Misiones;31;474;2018-T1;30–50 Mbps
726;Misiones;3,2;1966;2018-T1;0–10 Mbps
727;Misiones;36;96;2018-T1;30–50 Mbps
728;Misiones;4,5;4635;2018-T1;0–10 Mbps
729;Misiones;46;21;2018-T1;30–50 Mbps
730;Misiones;0,51;48;2018-T1;0–10 Mbps
731;Misiones;6,4;29111;2018-T1;0–10 Mbps
732;Misiones;10,1;15883;2018-T1;10–30 Mbps
733;Misiones;12,3;16140;2018-T1;10–30 Mbps
734;Misiones;155;19;2018-T1;100–300 Mbps
735;Misiones;20,5;9375;2018-T1;10–30 Mbps
736;Misiones;25,1;9767;2018-T1;10–30 Mbps
737;Misiones;50,1;2726;2018-T1;50–100 Mbps
738;Misiones;100,1;357;2018-T1;100–300 Mbps
739;Neuquén;1;1071;2018-T1;0–10 Mbps
740;Neuquén;4;26896;2018-T1;0–10 Mbps
741;Neuquén;6;121;2018-T1;0–10 Mbps
742;Neuquén;9;810;2018-T1;0–10 Mbps
743;Neuquén;1,2;1296;2018-T1;0–10 Mbps
744;Neuquén;16;6;2018-T1;10–30 Mbps
745;Neuquén;19;1687;2018-T1;10–30 Mbps
746;Neuquén;2,2;211;2018-T1;0–10 Mbps
747;Neuquén;0,26;6105;2018-T1;0–10 Mbps
748;Neuquén;31;214;2018-T1;30–50 Mbps
749;Neuquén;3,2;313;2018-T1;0–10 Mbps
750;Neuquén;4,5;104;2018-T1;0–10 Mbps
751;Neuquén;0,51;1396;2018-T1;0–10 Mbps
752;Neuquén;6,4;31823;2018-T1;0–10 Mbps
753;Neuquén;10,1;501;2018-T1;10–30 Mbps
754;Neuquén;12,3;27179;2018-T1;10–30 Mbps
755;Neuquén;20,5;140;2018-T1;10–30 Mbps
756;Neuquén;25,1;9504;2018-T1;10–30 Mbps
757;Neuquén;50,1;6375;2018-T1;50–100 Mbps
758;Neuquén;100,1;994;2018-T1;100–300 Mbps
759;Río Negro;1;197;2018-T1;0–10 Mbps
760;Río Negro;4;2597;2018-T1;0–10 Mbps
761;Río Negro;6;1282;2018-T1;0–10 Mbps
762;Río Negro;9;73;2018-T1;0–10 Mbps
763;Río Negro;1,2;5136;2018-T1;0–10 Mbps
764;Río Negro;16;21;2018-T1;10–30 Mbps
765;Río Negro;19;920;2018-T1;10–30 Mbps
766;Río Negro;2,2;2142;2018-T1;0–10 Mbps
767;Río Negro;0,26;3975;2018-T1;0–10 Mbps
768;Río Negro;31;122;2018-T1;30–50 Mbps
769;Río Negro;3,2;522;2018-T1;0–10 Mbps
770;Río Negro;41;2;2018-T1;30–50 Mbps
771;Río Negro;4,5;1731;2018-T1;0–10 Mbps
772;Río Negro;0,51;409;2018-T1;0–10 Mbps
773;Río Negro;6,4;66620;2018-T1;0–10 Mbps
774;Río Negro;10,1;457;2018-T1;10–30 Mbps
775;Río Negro;12,3;16971;2018-T1;10–30 Mbps
776;Río Negro;20,5;85;2018-T1;10–30 Mbps
777;Río Negro;25,1;4877;2018-T1;10–30 Mbps
778;Río Negro;50,1;2674;2018-T1;50–100 Mbps
779;Río Negro;100,1;426;2018-T1;100–300 Mbps
780;Salta;1;131;2018-T1;0–10 Mbps
781;Salta;4;16692;2018-T1;0–10 Mbps
782;Salta;6;6;2018-T1;0–10 Mbps
783;Salta;9;7730;2018-T1;0–10 Mbps
784;Salta;1,2;4328;2018-T1;0–10 Mbps
785;Salta;16;188;2018-T1;10–30 Mbps
786;Salta;2,2;1220;2018-T1;0–10 Mbps
787;Salta;31;342;2018-T1;30–50 Mbps
788;Salta;3,2;5010;2018-T1;0–10 Mbps
789;Salta;0,51;116;2018-T1;0–10 Mbps
790;Salta;6,4;37406;2018-T1;0–10 Mbps
791;Salta;10,1;25358;2018-T1;10–30 Mbps
792;Salta;12,3;17135;2018-T1;10–30 Mbps
793;Salta;155;16;2018-T1;100–300 Mbps
794;Salta;20,5;13448;2018-T1;10–30 Mbps
795;Salta;25,1;4817;2018-T1;10–30 Mbps
796;Salta;50,1;58;2018-T1;50–100 Mbps
797;San Juan;1;1026;2018-T1;0–10 Mbps
798;San Juan;4;1221;2018-T1;0–10 Mbps
799;San Juan;6;1;2018-T1;0–10 Mbps
800;San Juan;9;3;2018-T1;0–10 Mbps
801;San Juan;1,2;32;2018-T1;0–10 Mbps
802;San Juan;0,26;5068;2018-T1;0–10 Mbps
803;San Juan;31;3;2018-T1;30–50 Mbps
804;San Juan;3,2;27;2018-T1;0–10 Mbps
805;San Juan;0,51;22;2018-T1;0–10 Mbps
806;San Juan;6,4;55829;2018-T1;0–10 Mbps
807;San Juan;10,1;8;2018-T1;10–30 Mbps
808;San Luis;4;17;2018-T1;0–10 Mbps
809;San Luis;6;1;2018-T1;0–10 Mbps
810;San Luis;9;10;2018-T1;0–10 Mbps
811;San Luis;1,2;101;2018-T1;0–10 Mbps
812;San Luis;0,26;9284;2018-T1;0–10 Mbps
813;San Luis;31;8;2018-T1;30–50 Mbps
814;San Luis;3,2;217;2018-T1;0–10 Mbps
815;San Luis;0,51;57;2018-T1;0–10 Mbps
816;San Luis;6,4;11685;2018-T1;0–10 Mbps
817;San Luis;10,1;1;2018-T1;10–30 Mbps
818;San Luis;25,1;1;2018-T1;10–30 Mbps
819;Santa Cruz;4;3120;2018-T1;0–10 Mbps
820;Santa Cruz;6;1610;2018-T1;0–10 Mbps
821;Santa Cruz;9;2;2018-T1;0–10 Mbps
822;Santa Cruz;1,2;120;2018-T1;0–10 Mbps
823;Santa Cruz;16;66;2018-T1;10–30 Mbps
824;Santa Cruz;2,2;143;2018-T1;0–10 Mbps
825;Santa Cruz;0,26;4267;2018-T1;0–10 Mbps
826;Santa Cruz;31;1;2018-T1;30–50 Mbps
827;Santa Cruz;3,2;5669;2018-T1;0–10 Mbps
828;Santa Cruz;41;3;2018-T1;30–50 Mbps
829;Santa Cruz;0,51;26;2018-T1;0–10 Mbps
830;Santa Cruz;6,4;18058;2018-T1;0–10 Mbps
831;Santa Cruz;10,1;653;2018-T1;10–30 Mbps
832;Santa Cruz;20,5;34;2018-T1;10–30 Mbps
833;Santa Fe;1;7593;2018-T1;0–10 Mbps
834;Santa Fe;4;76682;2018-T1;0–10 Mbps
835;Santa Fe;6;3879;2018-T1;0–10 Mbps
836;Santa Fe;9;27951;2018-T1;0–10 Mbps
837;Santa Fe;1,2;26046;2018-T1;0–10 Mbps
838;Santa Fe;14;1;2018-T1;10–30 Mbps
839;Santa Fe;16;5850;2018-T1;10–30 Mbps
840;Santa Fe;19;7356;2018-T1;10–30 Mbps
841;Santa Fe;22;24;2018-T1;10–30 Mbps
842;Santa Fe;2,2;7668;2018-T1;0–10 Mbps
843;Santa Fe;0,26;23181;2018-T1;0–10 Mbps
844;Santa Fe;31;3550;2018-T1;30–50 Mbps
845;Santa Fe;3,2;18033;2018-T1;0–10 Mbps
846;Santa Fe;36;387;2018-T1;30–50 Mbps
847;Santa Fe;41;2;2018-T1;30–50 Mbps
848;Santa Fe;4,5;9413;2018-T1;0–10 Mbps
849;Santa Fe;46;77;2018-T1;30–50 Mbps
850;Santa Fe;0,51;1359;2018-T1;0–10 Mbps
851;Santa Fe;61;1;2018-T1;50–100 Mbps
852;Santa Fe;6,4;146333;2018-T1;0–10 Mbps
853;Santa Fe;7,5;45;2018-T1;0–10 Mbps
854;Santa Fe;97;1;2018-T1;50–100 Mbps
855;Santa Fe;10,1;80580;2018-T1;10–30 Mbps
856;Santa Fe;12,3;117089;2018-T1;10–30 Mbps
857;Santa Fe;155;2504;2018-T1;100–300 Mbps
858;Santa Fe;20,5;58604;2018-T1;10–30 Mbps
859;Santa Fe;25,1;36101;2018-T1;10–30 Mbps
860;Santa Fe;50,1;16439;2018-T1;50–100 Mbps
861;Santa Fe;100,1;3304;2018-T1;100–300 Mbps
862;Santiago Del Estero;1;908;2018-T1;0–10 Mbps
863;Santiago Del Estero;4;24872;2018-T1;0–10 Mbps
864;Santiago Del Estero;9;11710;2018-T1;0–10 Mbps
865;Santiago Del Estero;1,2;2002;2018-T1;0–10 Mbps
866;Santiago Del Estero;16;26;2018-T1;10–30 Mbps
867;Santiago Del Estero;2,2;845;2018-T1;0–10 Mbps
868;Santiago Del Estero;0,26;17589;2018-T1;0–10 Mbps
869;Santiago Del Estero;31;19;2018-T1;30–50 Mbps
870;Santiago Del Estero;3,2;1349;2018-T1;0–10 Mbps
871;Santiago Del Estero;0,51;41;2018-T1;0–10 Mbps
872;Santiago Del Estero;6,4;14232;2018-T1;0–10 Mbps
873;Santiago Del Estero;10,1;7204;2018-T1;10–30 Mbps
874;Santiago Del Estero;20,5;3423;2018-T1;10–30 Mbps
875;Santiago Del Estero;25,1;16;2018-T1;10–30 Mbps
876;Tierra Del Fuego;1;279;2018-T1;0–10 Mbps
877;Tierra Del Fuego;4;2519;2018-T1;0–10 Mbps
878;Tierra Del Fuego;1,2;28;2018-T1;0–10 Mbps
879;Tierra Del Fuego;0,26;107;2018-T1;0–10 Mbps
880;Tierra Del Fuego;3,2;6;2018-T1;0–10 Mbps
881;Tierra Del Fuego;4,5;5;2018-T1;0–10 Mbps
882;Tierra Del Fuego;0,51;6;2018-T1;0–10 Mbps
883;Tierra Del Fuego;6,4;31457;2018-T1;0–10 Mbps
884;Tierra Del Fuego;10,1;2;2018-T1;10–30 Mbps
885;Tucumán;1;1;2018-T1;0–10 Mbps
886;Tucumán;4;2890;2018-T1;0–10 Mbps
887;Tucumán;6;9;2018-T1;0–10 Mbps
888;Tucumán;1,2;7471;2018-T1;0–10 Mbps
889;Tucumán;16;75;2018-T1;10–30 Mbps
890;Tucumán;2,2;132;2018-T1;0–10 Mbps
891;Tucumán;0,26;1305;2018-T1;0–10 Mbps
892;Tucumán;31;1218;2018-T1;30–50 Mbps
893;Tucumán;3,2;156;2018-T1;0–10 Mbps
894;Tucumán;0,51;16;2018-T1;0–10 Mbps
895;Tucumán;6,4;75624;2018-T1;0–10 Mbps
896;Tucumán;10,1;45675;2018-T1;10–30 Mbps
897;Tucumán;155;7082;2018-T1;100–300 Mbps
898;Tucumán;20,5;26330;2018-T1;10–30 Mbps
899;Buenos Aires;1;33052;2018-T2;0–10 Mbps
900;Buenos Aires;4;95340;2018-T2;0–10 Mbps
901;Buenos Aires;6;7880;2018-T2;0–10 Mbps
902;Buenos Aires;9;10188;2018-T2;0–10 Mbps
903;Buenos Aires;10;89;2018-T2;10–30 Mbps
904;Buenos Aires;12;6;2018-T2;10–30 Mbps
905;Buenos Aires;1,2;48302;2018-T2;0–10 Mbps
906;Buenos Aires;14;2;2018-T2;10–30 Mbps
907;Buenos Aires;15;1;2018-T2;10–30 Mbps
908;Buenos Aires;16;55641;2018-T2;10–30 Mbps
909;Buenos Aires;19;39299;2018-T2;10–30 Mbps
910;Buenos Aires;22;1;2018-T2;10–30 Mbps
911;Buenos Aires;2,2;50912;2018-T2;0–10 Mbps
912;Buenos Aires;25;2;2018-T2;10–30 Mbps
913;Buenos Aires;0,26;111742;2018-T2;0–10 Mbps
914;Buenos Aires;31;278799;2018-T2;30–50 Mbps
915;Buenos Aires;3,2;102430;2018-T2;0–10 Mbps
916;Buenos Aires;36;1;2018-T2;30–50 Mbps
917;Buenos Aires;41;305;2018-T2;30–50 Mbps
918;Buenos Aires;4,5;9162;2018-T2;0–10 Mbps
919;Buenos Aires;50;1;2018-T2;50–100 Mbps
920;Buenos Aires;0,51;1009;2018-T2;0–10 Mbps
921;Buenos Aires;61;1;2018-T2;50–100 Mbps
922;Buenos Aires;6,4;1193719;2018-T2;0–10 Mbps
923;Buenos Aires;71;2;2018-T2;50–100 Mbps
924;Buenos Aires;7,5;2022;2018-T2;0–10 Mbps
925;Buenos Aires;97;1;2018-T2;50–100 Mbps
926;Buenos Aires;10,1;283158;2018-T2;10–30 Mbps
927;Buenos Aires;122;2;2018-T2;100–300 Mbps
928;Buenos Aires;12,3;555492;2018-T2;10–30 Mbps
929;Buenos Aires;155;226;2018-T2;100–300 Mbps
930;Buenos Aires;20,5;165615;2018-T2;10–30 Mbps
931;Buenos Aires;25,1;258066;2018-T2;10–30 Mbps
932;Buenos Aires;50,1;148201;2018-T2;50–100 Mbps
933;Buenos Aires;100,1;50030;2018-T2;100–300 Mbps
934;CABA;1;15;2018-T2;0–10 Mbps
935;CABA;4;236;2018-T2;0–10 Mbps
936;CABA;6;6502;2018-T2;0–10 Mbps
937;CABA;9;91;2018-T2;0–10 Mbps
938;CABA;10;5;2018-T2;10–30 Mbps
939;CABA;12;5;2018-T2;10–30 Mbps
940;CABA;1,2;9219;2018-T2;0–10 Mbps
941;CABA;16;11274;2018-T2;10–30 Mbps
942;CABA;17;3;2018-T2;10–30 Mbps
943;CABA;18;1;2018-T2;10–30 Mbps
944;CABA;19;30302;2018-T2;10–30 Mbps
945;CABA;2,2;1598;2018-T2;0–10 Mbps
946;CABA;25;1;2018-T2;10–30 Mbps
947;CABA;31;82996;2018-T2;30–50 Mbps
948;CABA;3,2;16721;2018-T2;0–10 Mbps
949;CABA;36;7;2018-T2;30–50 Mbps
950;CABA;41;23;2018-T2;30–50 Mbps
951;CABA;4,5;1051;2018-T2;0–10 Mbps
952;CABA;0,51;73;2018-T2;0–10 Mbps
953;CABA;61;8;2018-T2;50–100 Mbps
954;CABA;6,4;262202;2018-T2;0–10 Mbps
955;CABA;66;1;2018-T2;50–100 Mbps
956;CABA;71;5;2018-T2;50–100 Mbps
957;CABA;7,5;21;2018-T2;0–10 Mbps
958;CABA;81;2;2018-T2;50–100 Mbps
959;CABA;10,1;219049;2018-T2;10–30 Mbps
960;CABA;120;2;2018-T2;100–300 Mbps
961;CABA;122;6;2018-T2;100–300 Mbps
962;CABA;12,3;346650;2018-T2;10–30 Mbps
963;CABA;131;2;2018-T2;100–300 Mbps
964;CABA;155;290;2018-T2;100–300 Mbps
965;CABA;20,5;57110;2018-T2;10–30 Mbps
966;CABA;25,1;181824;2018-T2;10–30 Mbps
967;CABA;50,1;103170;2018-T2;50–100 Mbps
968;CABA;100,1;38721;2018-T2;100–300 Mbps
969;Catamarca;1;1;2018-T2;0–10 Mbps
970;Catamarca;6;286;2018-T2;0–10 Mbps
